student_id,sentence_id,audio_file,mel_file,ground_truth,transcript,wer,cer,fluency_label,fluency_label_wer,length_class,duration_s,speech_duration_s,hesitation_count,mean_pause_s,zcr,energy_variance,chars_per_sec,cluster_label,length_class_enc
S055,27,S055_027.wav,S055_027_mel.npy,එළියේ ලස්සන ගැහැණු ළමයෙක් හිටගෙන හිටියා,එළියේ ලස්සන ගෑනු ළමයෙක් හිටගෙන හිටියා,0.1667,0.0882,0,1,long,3.691,3.104,1,0.224,0.1382,0.002739,10.954,2,1
S055,28,S055_028.wav,S055_028_mel.npy,අතරමගදී ඉතාම භයානක දෙයක් සිදුවුණා,අතර මගදී ඉතාම භයානක දෙයක් සිදු වුණා,0.8,0.0,0,2,short,3.797,3.424,0,0.0,0.1534,0.003346,8.47,2,0
S055,29,S055_029.wav,S055_029_mel.npy,සර්පයා මහා විශාලෙට කට ඇරියා,සරුපයා මහ විශාලට කට ඇරියා,0.6,0.1304,1,2,short,3.221,2.816,0,0.0,0.1656,0.001965,8.168,2,0
S055,30,S055_030.wav,S055_030_mel.npy,ටිකක් හිතලා බලන්නකෝ,ඉකක් ඉතලා බලන්නකෝ,0.6667,0.2353,1,2,short,2.219,1.888,0,0.0,0.1087,0.00385,9.004,2,0
S055,31,S055_031.wav,S055_031_mel.npy,තනියෙන් ලියන්න,තනියෙන් ලියන්න,0.0,0.0,0,0,short,1.536,1.344,0,0.0,0.1216,0.002077,9.673,2,0
S055,32,S055_032.wav,S055_032_mel.npy,පස්වැනි ගුණාංගය,පස් වැනි ගුණාංගය,1.0,0.0,0,2,short,1.643,1.515,0,0.0,0.2025,0.003754,9.243,2,0
S055,33,S055_033.wav,S055_033_mel.npy,බරණැස් නුවර සිටුවරයෙක් වාසය කළේය,වර නැස් නුවර සිටුවරයෙක් වාසය කළේය.,0.4,0.0357,0,1,short,3.435,3.136,0,0.0,0.1894,0.005738,8.929,2,0
S055,34,S055_034.wav,S055_034_mel.npy,නායකතුමා මෙසේ පිළිතුරු දුන්නේය,නායක සිටුතුම මෙසේ පිළිතුරු දුන්නේක්,0.75,0.2593,1,2,short,4.523,3.435,1,0.352,0.1775,0.005111,7.861,2,0
S055,35,S055_035.wav,S055_035_mel.npy,තේරවිලි වර්ග කිහිපයක් තිබේ,තේරවිලි වර්ගක් ඉහිපයක් තිබේ.,0.5,0.087,0,2,short,2.581,2.165,1,0.32,0.1263,0.001828,10.622,2,0
S055,36,S055_036.wav,S055_036_mel.npy,අපේ සීයා කතන්දර කීමට සමතෙකි,අපේ සීයා කතන්දර කීමට සමතෙකින්,0.2,0.087,0,1,short,2.923,2.923,0,0.0,0.1924,0.002119,7.869,2,0
S055,37,S055_037.wav,S055_037_mel.npy,මේ අය අතරමගදී අම්බලමක නතර වුණා,මේ අය අතර මගදී අම්බලමක නතර වුනා.,0.3333,0.0,0,1,long,3.627,3.2,0,0.0,0.1514,0.002813,7.812,2,1
S055,38,S055_038.wav,S055_038_mel.npy,හරි අපූරු කතාවක්,හරි අපූරු කතාවක්,0.0,0.0,0,0,short,1.835,1.504,0,0.0,0.1328,0.002339,9.309,2,0
S055,39,S055_039.wav,S055_039_mel.npy,කටුස්සාගේ කරේ රත්තරන් බැන්දා වගෙයි,කටුස්සාගේ කරේ රක්තරන් බැන්දා වගේ,0.4,0.1333,1,1,short,3.285,3.04,0,0.0,0.1644,0.001897,9.868,2,0
S055,40,S055_040.wav,S055_040_mel.npy,මුල් ගුරුතුමා කීවේය,මුල් ගුරු තුමා කීවේය.,0.6667,0.0,0,2,short,2.133,1.877,0,0.0,0.1496,0.004395,9.055,2,0
S055,41,S055_041.wav,S055_041_mel.npy,අද පුස්තකාල පන්තියක් කරමු,අද බුස්ථකාල පන්තියක් කරමු,0.25,0.0455,0,1,short,3.008,2.656,0,0.0,0.1781,0.003775,8.283,2,0
S055,42,S055_042.wav,S055_042_mel.npy,මම ගල්පරයක ඇලී ජීවත් වුනෙමි,මම ගල් පරේකැලියි ජීවත් හුනෙමි.,0.6,0.2609,1,2,short,3.627,2.752,1,0.544,0.1367,0.003682,8.358,2,0
S055,43,S055_043.wav,S055_043_mel.npy,බෙලි කටුව කතා කරයි,වෙලි කටුව කතා කරයි.,0.25,0.0667,0,1,short,1.984,1.696,0,0.0,0.1162,0.003495,8.844,2,0
S055,44,S055_044.wav,S055_044_mel.npy,සති අන්තේ නිවාඩුවට බිංදුලා ගමේ ගියා,සති අන්තයේ නිවාඩුවට බින්දුලා ගමේ ගියා,0.3333,0.1,0,1,long,3.904,3.488,0,0.0,0.1496,0.00244,8.601,2,1
S055,45,S055_045.wav,S055_045_mel.npy,මොනවාද ඒවායේ නම්,මුනව දේවායේ නම්,0.6667,0.2143,1,2,short,1.835,1.664,0,0.0,0.1313,0.002041,8.413,2,0
S055,46,S055_046.wav,S055_046_mel.npy,නංගි උත්තර දුන්නා,නංගී උත්තර දුන්නා.,0.3333,0.0667,0,1,short,1.856,1.536,0,0.0,0.1301,0.003204,9.766,2,0
S055,47,S055_047.wav,S055_047_mel.npy,පාර කියන අත්තම්මා,පාර කියන අත් අම්මා,0.6667,0.0667,0,2,short,2.304,1.792,0,0.0,0.1598,0.002893,8.371,2,0
S055,48,S055_048.wav,S055_048_mel.npy,ඇයගේ කැපවීම පුදුමාකාරය,ඇගේ කැපවීම පුදුමා කාරය,1.0,0.05,0,2,short,2.859,2.688,0,0.0,0.1457,0.003521,7.44,2,0
S055,49,S055_049.wav,S055_049_mel.npy,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,0.0,0.0,0,0,long,4.288,4.032,0,0.0,0.1854,0.002226,8.185,2,1
S055,50,S055_050.wav,S055_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අප මේ වනවිට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා.,0.25,0.0233,0,1,long,5.248,4.512,0,0.0,0.1355,0.002072,9.53,2,1
S055,51,S055_051.wav,S055_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අප කවුරුත් බුදුමයට පත් කරමින් ඈට පන ආවා,0.4286,0.0312,0,2,long,4.139,3.68,0,0.0,0.1266,0.00356,8.696,2,1
S055,52,S055_052.wav,S055_052_mel.npy,සුගන්ධවත් පුෂ්පයෝ අපගේ සොහොයුරියෝය,සුගන්දවත් උෂ්පයෝ අපගේ සොහෝයුරියෝය.,0.5,0.0968,0,2,short,3.968,3.456,0,0.0,0.1485,0.001818,8.97,2,0
S055,53,S055_053.wav,S055_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,0.0,0.0,0,0,short,3.157,2.88,0,0.0,0.1357,0.00144,7.639,2,0
S055,54,S055_054.wav,S055_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,0.0,0.0,0,0,long,4.139,3.808,0,0.0,0.1775,0.00139,8.929,2,1
S055,55,S055_055.wav,S055_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,නංගී උදේ පාණ්දරින්ම නැගිටී.,0.5,0.16,1,2,short,3.029,2.784,0,0.0,0.1559,0.002957,8.98,2,0
S055,56,S055_056.wav,S055_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ඈමා ගෙදර අනැවිට අසනු ඇත.,0.5714,0.1111,1,2,long,3.797,3.008,2,0.24,0.1548,0.00279,5.984,2,1
S055,57,S055_057.wav,S055_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොවිතැන සඳහා භාවිත වන උපකරන එකින් එක විස්තර කරද්දී ළමයි සාවදනාව අසා සිටියහ.,0.0769,0.0323,0,1,long,9.728,8.192,1,1.024,0.1811,0.004504,7.568,2,1
S055,58,S055_058.wav,S055_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,ළමයි පොල් තෙල් ඉදීමට භාවිත කරන සෙක්කුව අසලට රැස්වූව,0.5556,0.0909,0,2,long,5.376,4.896,1,0.256,0.1482,0.001871,8.987,2,1
S055,59,S055_059.wav,S055_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒ ගොල්ලන්ට අලු ත්‍රමයක් ඔයාගන්න වෙනවා.,0.5714,0.1143,1,2,long,3.648,3.456,0,0.0,0.1561,0.004119,10.127,2,1
S055,60,S055_060.wav,S055_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොහෝ දෙනෙක් මම එනතුරු බලාගෙනහි කියා,0.4286,0.0333,0,2,long,3.413,3.072,0,0.0,0.1477,0.002799,9.766,2,1
S055,61,S055_061.wav,S055_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා.,0.0,0.0,0,0,long,5.824,5.152,1,0.32,0.1438,0.002615,7.376,2,1
S055,62,S055_062.wav,S055_062_mel.npy,පැය අටකට පසු ඔවුන්ට පියාපත් සලන හඬක් ඇසිණි,පැය අටකට පසු ඔවුන්ට පියාපත් සලන් නහඬක් ඇසිනි.,0.25,0.0571,0,1,long,5.333,4.544,1,0.384,0.1812,0.002749,7.702,2,1
S055,63,S055_063.wav,S055_063_mel.npy,මිනිසුන් ගැන විස්තර දැනගන්න බොහෝ ක්‍රම තියෙනවා,මිනිසුන් ගැන විස්තර දැන ගන්න බොහෝ ක්‍රම තියනවා.,0.4286,0.025,0,2,long,4.736,4.096,1,0.288,0.1631,0.001429,9.766,2,1
S055,64,S055_064.wav,S055_064_mel.npy,ඔබට දින හතරක් දෙමි,ඔබට දින හතරක් දෙමි.,0.0,0.0,0,0,short,2.048,1.696,0,0.0,0.1281,0.003292,8.844,2,0
S055,65,S055_065.wav,S055_065_mel.npy,ඇදුරුතුමා බෙහෙවින් සතුටට පත් විය,ඇදුරු තුමාභෙහෙත් වින් සතුටට පත් විය.,0.6,0.0714,0,2,short,3.605,2.784,1,0.64,0.1327,0.002716,10.057,2,0
S055,66,S055_066.wav,S055_066_mel.npy,ඔබට පේන්නේ කුමක්දැයි මම ඇසුවෙමි,ඔබට පෙනේ කුමක් දැයි මම ඇසුවෙමි.,0.6,0.1111,1,2,short,5.717,4.448,2,0.464,0.1578,0.00211,6.07,2,0
S055,67,S055_067.wav,S055_067_mel.npy,මෙතැන තමයි හොඳම තැන,මෙතෙන තමයි හොඳම තැන,0.25,0.0625,0,1,short,1.92,1.696,0,0.0,0.1498,0.002292,9.434,2,0
S055,68,S055_068.wav,S055_068_mel.npy,ඇය කාචය සකස් කර නැවත බැලූවාය,ඇය කාජයේ සකස් කර නැවත බැලුවා.,0.3333,0.1739,1,1,long,3.029,2.656,0,0.0,0.2005,0.003384,8.66,2,1
S056,1,S056_001.wav,S056_001_mel.npy,යාළුවෝ හැමදෙනාම නිදහස් උත්සවය බැලුවා,යාලුවා හැමදෙනාම නිදා සුස්ථය බැලුවා,0.6,0.2188,1,2,short,2.965,2.517,0,0.0,0.1401,0.002691,12.712,2,0
S056,2,S056_002.wav,S056_002_mel.npy,කවිඳු යාළුවොත් එක්ක මිදුලේ සෙල්ලම් කරමින් සිටියා,කවිදු යාලුවත් එක්ක මිත්ලේ සෙලල් කරි ෆිටියා,0.8571,0.2381,1,2,long,3.904,3.52,1,0.16,0.1331,0.005501,11.932,2,1
S056,3,S056_003.wav,S056_003_mel.npy,අපේ රටේ නිදහස් උත්සවය,අපේ රටේ නිදහා සුස්සවය,0.5,0.2222,1,2,short,2.752,2.048,0,0.0,0.1528,0.005366,8.789,2,0
S056,4,S056_004.wav,S056_004_mel.npy,මම කෝෂය ඇතුලේ සති දෙකක් විතර හිටියා,මම කෝෂය ඇතුරෙ සති දෙකක් විතර හිටියා,0.1429,0.069,0,1,long,3.221,2.688,0,0.0,0.1458,0.003361,10.789,2,1
S056,5,S056_005.wav,S056_005_mel.npy,පොත් කියවීමෙන් මිනිසා සම්පූර්ණ වේ,පොත් කියමීමෙන් මිනිසා සම්පූර්ණ වේ.,0.2,0.0345,0,1,short,3.435,2.656,0,0.0,0.1333,0.002964,10.919,2,0
S056,6,S056_006.wav,S056_006_mel.npy,මුහුද හරිම ලස්සනයි,මූද හරිම ලස්සනයි,0.3333,0.1875,1,1,short,2.091,1.472,0,0.0,0.1464,0.003024,10.87,2,0
S056,7,S056_007.wav,S056_007_mel.npy,හැමෝම එකට අත් අල්ලා ගන්න,හැමෝම එකට අත්අල්ලා ගන්න,0.4,0.0,0,1,short,2.88,2.048,0,0.0,0.1214,0.002769,9.766,2,0
S056,8,S056_008.wav,S056_008_mel.npy,මම එහෙනම් නාගෙන එන්නම්,මම එහෙම නම් එහෙනම් නාගෙනෙන්නා,1.0,0.5263,2,2,short,3.755,2.72,2,0.176,0.1086,0.004795,6.985,2,0
S056,9,S056_009.wav,S056_009_mel.npy,අපි අද පොල් කැඩුවා,අපි අද පොල් කැඩුව,0.25,0.0667,0,1,short,1.984,1.376,0,0.0,0.104,0.003021,10.901,2,0
S056,10,S056_010.wav,S056_010_mel.npy,"ඇයි හිනා වෙන්නේ, මට රජ වෙන්න බැරිද",ඇයි හිනාවෙන්නෙ කට රජක් වෙන්න බැරිදව,0.7143,0.1852,1,2,long,3.072,2.592,0,0.0,0.1062,0.005941,10.802,2,1
S056,11,S056_011.wav,S056_011_mel.npy,දුව සටහන් පොතේ මොනවාද ලියා ගත්තේ,දුව සටහන් පොතේ මොනවාල රියාගත්තෙ,0.5,0.1111,1,2,long,3.605,2.848,0,0.0,0.1181,0.006104,9.48,2,1
S056,12,S056_012.wav,S056_012_mel.npy,ඉතින් මෙච්චර පරක්කු වුනේ ඇයි,ඉතින් මෙචර පරක්කු වුණේ ඇයි,0.2,0.0833,0,1,short,2.859,2.208,0,0.0,0.1113,0.004246,10.87,2,0
S056,13,S056_013.wav,S056_013_mel.npy,දවසක් අම්මා අශ්ව පැටියාගෙන් උදව්වක් ඉල්ලුවා,දවසක් කම්මා අශ්ව පැටියාගෙන් උදව් විය ලොවා.,0.6667,0.1842,1,2,long,4.053,3.296,0,0.0,0.1485,0.002902,11.529,2,1
S056,14,S056_014.wav,S056_014_mel.npy,ඔය ගඟ හරි ගැඹුරුයි,ඔය ගග හරි ගැඹුරුයෙක්,0.5,0.2667,1,2,short,2.112,1.504,0,0.0,0.1229,0.004225,9.973,2,0
S056,15,S056_015.wav,S056_015_mel.npy,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවා දැකලා අම්මා පුදුම වුනා,අශ්ව පැටියා ඉක්මනින් ගෙදර එනවා දැකල අම්මා පුදුම වුනා.,0.1111,0.0222,0,1,long,4.693,3.968,0,0.0,0.129,0.0027,11.341,2,1
S056,16,S056_016.wav,S056_016_mel.npy,"සිටුතුමනි, අපට අනුකම්පා කරනු මැනවි",සිත්තුමනි අපට අනුකම්පා කරනු මැනවි.,0.2,0.069,0,1,short,4.181,3.104,2,0.208,0.1275,0.005142,9.665,2,0
S056,17,S056_017.wav,S056_017_mel.npy,බරෙන් වැඩි වන්නේ ගසක මුල කොටසද,බරෙම් වැඩි වන්නේ ගසක මුල කොටසද,0.1667,0.04,0,1,long,3.499,2.976,0,0.0,0.1256,0.002672,8.401,2,1
S056,18,S056_018.wav,S056_018_mel.npy,රයිට් සහෝදරයන්ගේ පියා ඔවුන් පුංචිකාලයේ දී කඩදාසි සහ රබර් පටිවලින් සෙල්ලම් අහස් යානා තනා දුන්නේය,රයිට් සහෝදරයාගේ පියා ඔවුන් පුංචි කාලේදී කඩදාසි සහ රබර් පටිවලින් සෙල්ලන් මහසේ යානා තනා සිදුන්නේය.,0.4,0.0988,0,1,long,10.496,9.28,2,0.48,0.1611,0.002214,8.728,2,1
S056,19,S056_019.wav,S056_019_mel.npy,පසු කලෙක ඔවුහු බයිසිකල් වැඩ වැඩපොළක් ඇරඹූහ,පසු කළක ඔහු භයිසි කළය වැඩපොලෙන් වැඩපොලක් නැරඹූහ.,0.8571,0.3333,1,2,long,5.717,4.544,1,0.544,0.1377,0.002693,7.923,2,1
S056,20,S056_020.wav,S056_020_mel.npy,දැන් හැමෝම වාඩිවෙන්න,දැන් හැමෝම වාඩිවෙන්න,0.0,0.0,0,0,short,2.261,1.856,0,0.0,0.1263,0.005347,9.698,2,0
S056,21,S056_021.wav,S056_021_mel.npy,අපි ඊළඟ දවසේ තවත් සෙල්ලමක් කරමු,අපි ඊලග දවසේ තවත් චෙල්ලමක් කරමු,0.3333,0.0769,0,1,long,3.307,3.072,0,0.0,0.1444,0.004616,8.464,2,1
S056,22,S056_022.wav,S056_022_mel.npy,මේ සිහින අප නින්දේ දී දකින සිහින නම් නොවේ,මේ සිහිනය අප දින්දේදී දකෙන සිහිනයක් නම් නොවේ.,0.5556,0.1818,1,2,long,4.736,4.064,0,0.0,0.1392,0.002477,8.12,2,1
S056,23,S056_023.wav,S056_023_mel.npy,ඇගේ ගම ගිංතොට ය,ඇගේ ගම ගින්තොටය.,0.5,0.1667,1,2,short,2.304,1.664,0,0.0,0.1336,0.00569,7.212,2,0
S056,24,S056_024.wav,S056_024_mel.npy,මේ පුංචි දැරිය ඇගේ ප්‍රියතම වැඩිහිටි නෑදෑයා ගැන පසු කලෙක එසේ කීවාය,මේ පුංචි දැරිය ඇගේ ප්‍රියතම වැඩිහිටි නැදෑයා ගැන පසුකලක එසේම කිව්වාය.,0.4167,0.1091,1,2,long,9.259,7.392,3,0.32,0.1567,0.003149,7.44,2,1
S056,25,S056_025.wav,S056_025_mel.npy,පින්තූර මගින් කතා කීම ඈත කාලයේ සිට පැවත එන ක්‍රමයකි,පින්තූර මගින් කතා කීම ඈත කාලයේ සිට බැවදෙන එන ක්‍රමයකි.,0.1,0.0952,0,1,long,5.291,4.768,1,0.32,0.1389,0.00358,8.809,2,1
S056,26,S056_026.wav,S056_026_mel.npy,මකුළුවා තණ බිස්සේ හැංගුනා,මකුළුවා තනබිස්තේ හැම්ගුණා,0.75,0.1364,1,2,short,2.773,2.176,0,0.0,0.1448,0.003748,10.11,2,0
S056,27,S056_027.wav,S056_027_mel.npy,එළියේ ලස්සන ගැහැණු ළමයෙක් හිටගෙන හිටියා,එළියේ ලස්තන ගෑනු ළමයෙක් සිතගෙන හිටියා,0.5,0.1765,1,2,long,3.541,3.04,0,0.0,0.1396,0.002509,11.184,2,1
S056,28,S056_028.wav,S056_028_mel.npy,අතරමගදී ඉතාම භයානක දෙයක් සිදුවුණා,අතර මගදී ඉතාම බයාන්නක දෙයක් සිදු සිදුවුණා,0.8,0.2069,1,2,short,4.203,3.584,0,0.0,0.1304,0.003594,8.092,2,0
S056,29,S056_029.wav,S056_029_mel.npy,සර්පයා මහා විශාලෙට කට ඇරියා,සර්පයා මහ විෂලට කටෑරිය,0.8,0.2174,1,2,short,3.413,2.944,0,0.0,0.1665,0.004123,7.812,2,0
S056,30,S056_030.wav,S056_030_mel.npy,ටිකක් හිතලා බලන්නකෝ,තිකක් හිතලා බලමුකොම්,0.6667,0.4118,2,2,short,2.24,1.696,0,0.0,0.1081,0.00544,10.024,2,0
S056,31,S056_031.wav,S056_031_mel.npy,තනියෙන් ලියන්න,තනියෙන් දියන්න,0.5,0.0769,0,2,short,2.027,1.312,0,0.0,0.1158,0.00424,9.909,2,0
S056,32,S056_032.wav,S056_032_mel.npy,පස්වැනි ගුණාංගය,පස්ටැනි ගුණාංගේ,1.0,0.1429,1,2,short,1.92,1.312,0,0.0,0.1501,0.005066,10.671,2,0
S056,33,S056_033.wav,S056_033_mel.npy,බරණැස් නුවර සිටුවරයෙක් වාසය කළේය,බර නැස්නුවර සිටුවරේක් වාසය කළේය.,0.6,0.0714,0,2,short,3.861,3.2,0,0.0,0.165,0.005195,8.75,2,0
S056,34,S056_034.wav,S056_034_mel.npy,නායකතුමා මෙසේ පිළිතුරු දුන්නේය,නායක සිට්දුමා මෙසේ පිරිතුරු දුන්නේය.,0.75,0.2222,1,2,short,3.648,2.912,0,0.0,0.1604,0.004614,9.272,2,0
S056,35,S056_035.wav,S056_035_mel.npy,තේරවිලි වර්ග කිහිපයක් තිබේ,තේල විරි වර්ග කිහිපයක් තිබේ.,0.5,0.087,0,2,short,2.517,2.144,0,0.0,0.127,0.004746,10.728,2,0
S056,36,S056_036.wav,S056_036_mel.npy,අපේ සීයා කතන්දර කීමට සමතෙකි,අපේ සීයා කතන්දර කීමට සමතකි.,0.2,0.0435,0,1,short,3.285,2.848,0,0.0,0.1517,0.002902,8.076,2,0
S056,37,S056_037.wav,S056_037_mel.npy,මේ අය අතරමගදී අම්බලමක නතර වුණා,මේ අය අතර මඟදී අම්බලකමන අතර වුනා.,0.6667,0.16,1,2,long,3.648,3.104,0,0.0,0.1373,0.002246,8.054,2,1
S056,38,S056_038.wav,S056_038_mel.npy,හරි අපූරු කතාවක්,හරි අක්පුහු කතාවක්,0.3333,0.2857,1,1,short,2.133,1.408,0,0.0,0.1438,0.004022,9.943,2,0
S056,39,S056_039.wav,S056_039_mel.npy,කටුස්සාගේ කරේ රත්තරන් බැන්දා වගෙයි,කටුස්සාගේ කරේ රත්වරම් බැන්දාවාගේ,0.6,0.2,1,2,short,3.669,2.944,0,0.0,0.1606,0.003351,10.19,2,0
S056,40,S056_040.wav,S056_040_mel.npy,මුල් ගුරුතුමා කීවේය,පුල් කුරුතුමා කීවේය.,0.6667,0.1176,1,2,short,2.347,1.664,0,0.0,0.1255,0.007863,10.216,2,0
S056,41,S056_041.wav,S056_041_mel.npy,අද පුස්තකාල පන්තියක් කරමු,අද පුස්තකාල පංතියක් කරමු,0.25,0.0909,0,1,short,2.539,2.08,0,0.0,0.1324,0.0057,10.577,2,0
S056,42,S056_042.wav,S056_042_mel.npy,මම ගල්පරයක ඇලී ජීවත් වුනෙමි,මම ගල් පරයකදීම් ඇලී ජීවත්තු නෙමි.,0.8,0.2174,1,2,short,3.669,3.104,1,0.256,0.1238,0.003573,7.41,2,0
S056,43,S056_043.wav,S056_043_mel.npy,බෙලි කටුව කතා කරයි,බෙලි කටුව කතා කරයි.,0.0,0.0,0,0,short,2.133,1.632,0,0.0,0.1269,0.00306,9.191,2,0
S056,44,S056_044.wav,S056_044_mel.npy,සති අන්තේ නිවාඩුවට බිංදුලා ගමේ ගියා,සති අන්තයේ නිමාඩුවට බින්දුලා ගමේ ගියා,0.5,0.1333,1,2,long,3.733,3.104,0,0.0,0.1271,0.001547,9.665,2,1
S056,45,S056_045.wav,S056_045_mel.npy,මොනවාද ඒවායේ නම්,මොනාද ඒවා එනම්,1.0,0.2143,1,2,short,2.112,1.792,0,0.0,0.1284,0.005644,7.812,2,0
S056,46,S056_046.wav,S056_046_mel.npy,නංගි උත්තර දුන්නා,නංගේ උත්තර දුන්නා,0.3333,0.0667,0,1,short,1.835,1.408,0,0.0,0.1014,0.005348,10.653,2,0
S056,47,S056_047.wav,S056_047_mel.npy,පාර කියන අත්තම්මා,පාර කියන අත්තාම්ම,0.3333,0.1333,1,1,short,2.133,1.44,0,0.0,0.1309,0.005612,10.417,2,0
S056,48,S056_048.wav,S056_048_mel.npy,ඇයගේ කැපවීම පුදුමාකාරය,එගේ කැපවීම පුදුමාකාරය,0.3333,0.1,0,1,short,2.688,2.4,0,0.0,0.1256,0.00374,8.333,2,0
S056,49,S056_049.wav,S056_049_mel.npy,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,මිනිසාගේ පරම යුතුකම මිනිසාට සේවය කිරීම,0.0,0.0,0,0,long,4.096,3.744,0,0.0,0.145,0.004262,8.814,2,1
S056,50,S056_050.wav,S056_050_mel.npy,අපි මේ වන විට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,අපි මේ වනවිට පැය දොළහක් වැඩ කර පැය දොළහක් විවේක ගත්තා,0.1667,0.0,0,1,long,5.675,4.576,0,0.0,0.1127,0.00462,9.397,2,1
S056,51,S056_051.wav,S056_051_mel.npy,අප කවුරුත් පුදුමයට පත්කරමින් ඈට පණ ආවා,අපි කවුරුත් පුදුමයට පත් කරමින් ඈට පනාව,0.7143,0.0938,0,2,long,4.032,3.456,1,0.384,0.1142,0.002812,9.259,2,1
S056,52,S056_052.wav,S056_052_mel.npy,සුගන්ධවත් පුෂ්පයෝ අපගේ සොහොයුරියෝය,සුගන්දවත් පුෂ්පයෝ අපගේ සොහොයුරියෝ ය.,0.5,0.0,0,2,short,3.627,3.072,0,0.0,0.1493,0.004017,10.091,2,0
S056,53,S056_053.wav,S056_053_mel.npy,ගංගාවෝ අපගේ සොහොයුරෝ වෙති,ගංගාවෝ අපගේ සහෝදොරයෝ වෙති,0.25,0.2273,1,1,short,3.371,2.624,0,0.0,0.1291,0.002311,8.384,2,0
S056,54,S056_054.wav,S056_054_mel.npy,නංගී මට නොදී කිසිවක් නොකනවා ඇතැයි මට සිතේ,නංගේ මට නොදී කිසිවක් නොකරනවා ඇතැයි මට සිතේ,0.25,0.0588,0,1,long,4.352,3.776,0,0.0,0.1499,0.002063,9.004,2,1
S056,55,S056_055.wav,S056_055_mel.npy,නංගි උදේ පාන්දරින්ම නැගිටියි,නංගේ උදේ පහණ්දරින්ම නැගිටින්,0.75,0.16,1,2,short,2.923,2.507,0,0.0,0.1184,0.002684,9.973,2,0
S056,56,S056_056.wav,S056_056_mel.npy,ඈ මා ගෙදර යන විට අසනු ඇත,ඈමා ගෙදරේ අනවිට අසනුවැත,1.0,0.2222,1,2,long,3.392,2.624,0,0.0,0.1394,0.003693,6.86,2,1
S056,57,S056_057.wav,S056_057_mel.npy,ගොවිතැන සඳහා භාවිත වන උපකරණ එකින් එක විස්තර කරද්දී ළමයි සාවධානව අසා සිටියහ,ගොවිතන සදහා භාවිත වන උපකරන එකින් එක විස්තර කරද්දී ළමයිසන් සාවදාන ස්වදාන අසාසිටිය.,0.4615,0.1774,1,2,long,11.157,9.536,5,0.256,0.1609,0.003331,6.502,2,1
S056,58,S056_058.wav,S056_058_mel.npy,ළමයි පොල්තෙල් හිඳීමට භාවිත කරන සෙක්කුව අසලට රැස් වූහ,ළමයි පොළතල් විදීමට භාවිත කරන සෙක්ව අසරට රැස්වූහ.,0.6667,0.1591,1,2,long,5.163,4.544,0,0.0,0.1613,0.002146,9.683,2,1
S056,59,S056_059.wav,S056_059_mel.npy,ඒ ගොල්ලන්ට අලුත් ක්‍රමයක් හොයා ගන්න වෙනවා,ඒගොල්ලෝන්ට උත් අලූත් ක්‍රමයක් සොහොයා ගන්න වෙනා.,0.7143,0.2286,1,2,long,4.48,3.84,0,0.0,0.121,0.005105,9.115,2,1
S056,60,S056_060.wav,S056_060_mel.npy,බොහෝ දෙනෙක් මම එනතුරු බලා ගෙන හිටියා,බොහෝ දෙනෙක් මම එනතුරු බලාගෙන හිටියා,0.2857,0.0,0,1,long,3.413,3.072,0,0.0,0.1317,0.002777,9.766,2,1
S056,61,S056_061.wav,S056_061_mel.npy,මට ආරංචි වුණා රජතුමාගේ ගුහාව ළඟ අනතුරක් කියලා,මට ආරංචි වුණා රජතුමාගේ ගුහාව ලග අනතුරක් කියලා.,0.125,0.0263,0,1,long,5.013,4.544,0,0.0,0.1316,0.004475,8.363,2,1
