child_id,annotation_id,spacing_std,baseline_std,local_baseline_drift,avg_slant,avg_size_variation,curve_smoothness,loop_roundness,stroke_continuity,stroke_thickness_consistency,density_distribution,character_shape_consistency,character_proportion_variation,upper_lower_balance,character_spacing_variation,word_spacing_variation,contrast_score,blur_score,ink_density,text_visibility_score,word_detection_ratio,spacing_score,alignment_score,slant_score,size_score,curve_score,loop_score,continuity_score,thickness_score,density_score,shape_score,proportion_score,balance_score,character_spacing_score,contrast_quality_score,blur_quality_score,ink_density_score,text_visibility_quality_score,word_detection_score,overall_score,label,teacher_spacing_rating,teacher_alignment_rating,teacher_size_rating,teacher_slant_rating,teacher_curve_rating,teacher_loop_rating,teacher_stroke_continuity_rating,teacher_shape_rating,teacher_proportion_rating,teacher_structural_balance_rating,teacher_character_spacing_rating,teacher_stroke_thickness_rating,teacher_density_rating,teacher_legibility_rating,teacher_overall_rating,teacher_overall_label,teacher_vs_system_score_difference
839,SIN-ANN-0839,0.803199,0.599343,108.730703,14.363148,1.552925,0.135934,0.288259,0.236603,0.772369,1150.05025,0.548068,0.461574,0.451269,0.587293,0.864598,14.335966,393.695001,39.992224,52.674713,35.601733,1,1,4,1,1,1,1,1,1,2,2,2,1,1,5,5,3,5,1.97,Below Average,2,3,2,3,2,2,2,2,2,3,2,2,2,2,2.34,Below Average,0.37
840,SIN-ANN-0840,0.370584,0.627501,157.172957,4.358473,1.230873,0.130354,0.251569,0.420629,0.952644,294.318313,0.238912,0.452909,0.680935,0.810789,0.327794,13.09717,297.390253,2,26.628172,20.260077,3,1,5,1,1,1,2,1,3,1,2,3,1,1,5,3,1,5,2.23,Below Average,3,1,2,4,2,2,2,1,3,3,1,1,3,2,2.16,Below Average,-0.07
841,SIN-ANN-0841,0.208214,0.127676,84.959643,8.409596,0.70296,0.112092,0.269692,0.59449,0.566579,569.725967,0.640489,0.181435,0.723402,0.453917,0.242752,16.818783,40.531125,8.146135,45.736229,2.026857,4,4,5,1,1,1,3,2,1,3,4,4,2,1,1,5,2,3,2.76,Average,5,5,4,4,4,3,3,4,4,4,3,3,4,4,3.71,Good,0.95
842,SIN-ANN-0842,0.347685,0.42099,94.647923,15.202137,0.42764,0.149572,0.430306,0.619807,0.585024,949.279967,0.658613,0.517229,0.601446,0.72101,0.37109,23.869438,502.083362,25.829395,89.530012,22.884764,4,2,4,3,1,2,3,2,1,3,2,3,1,1,5,5,5,5,2.88,Average,3,3,4,1,3,4,2,3,2,3,1,4,3,2,3.08,Average,0.2
843,SIN-ANN-0843,0.201313,0.216548,41.12172,8.825987,0.573326,0.101508,0.485043,0.762941,0.419618,574.684434,0.781479,0.338593,0.863482,0.313859,0.195061,34.333436,154.757228,18.47692,100.584442,26.809806,4,3,5,2,1,3,4,3,1,4,3,5,3,2,4,5,5,5,3.42,Average,5,5,5,5,4,5,5,4,5,5,4,5,5,4,4.73,Very Good,1.31
844,SIN-ANN-0844,0.127557,0.357412,35.547257,9.966852,0.081159,0.080651,0.236855,0.785707,0.704107,336.970712,0.705358,0.402046,0.686616,0.489788,0.181407,19.120754,452.081949,24.571097,92.657565,31.085164,5,2,5,5,2,1,4,1,3,4,2,3,2,1,5,5,5,5,3.43,Average,4,4,5,4,5,2,5,4,4,4,2,3,5,4,3.7,Good,0.27
845,SIN-ANN-0845,0.801194,0.456016,105.076252,14.55144,1.656615,0.183324,0.186343,0.588222,0.708759,897.946893,0.355428,0.492561,0.443478,0.507294,0.785221,11,412.066307,15.206387,40.250933,12.349979,1,1,4,1,1,1,3,1,1,1,2,2,2,1,5,5,2,5,2.03,Below Average,1,2,1,2,2,2,3,2,2,2,2,3,3,4,1.89,Below Average,-0.14
846,SIN-ANN-0846,0.398977,0.221585,27.784841,9.957733,0,0.101612,0.519013,0.595993,0.642071,689.903995,0.396236,0.475402,0.511961,0.568757,0.359948,26.905658,511.281594,15.523814,105.12047,19.154073,3,3,5,5,1,3,3,2,1,1,2,2,1,2,5,5,5,5,3.08,Average,3,4,5,4,4,4,3,2,4,3,3,3,4,4,3.5,Good,0.42
847,SIN-ANN-0847,0.379465,0.740619,96.648864,17.385686,1.469324,0.156044,0.272288,0.317759,0.82294,1226.058048,0.404213,0.709859,0.316896,0.712277,0.330914,29.950929,453.64681,12.548179,46.92691,42.85721,3,1,4,1,1,1,1,1,1,2,1,1,1,2,5,5,2,5,2.05,Below Average,3,1,1,1,2,2,1,2,1,1,1,1,1,1,1.19,Poor,-0.86
848,SIN-ANN-0848,0.237086,0.739039,59.901027,12.485411,0.938873,0.162543,0.302933,0.283223,0.585433,890.566179,0.615936,0.468532,0.698387,0.115735,0.281615,14.105103,436.380338,30.466413,85.050733,18.629095,4,1,4,1,1,2,1,2,1,3,2,3,5,1,5,5,5,5,2.72,Average,3,2,2,2,2,3,1,3,3,4,4,3,3,3,2.9,Average,0.18
849,SIN-ANN-0849,0.83824,0.746542,106.051861,12.473236,0.73278,0.16325,0.248717,0.329853,0.557637,861.969871,0.527179,0.597889,0.621198,0.373495,0.859241,29.790123,433.029621,26.417672,60.502412,12.99215,1,1,4,1,1,1,1,2,1,2,1,3,3,2,5,5,3,5,2.16,Below Average,1,2,2,1,3,2,1,2,2,3,3,3,2,3,2.1,Below Average,-0.06
850,SIN-ANN-0850,0.051,0.081919,29.200683,7.313554,0.164272,0.096319,0.466009,0.56839,0.358837,301.036601,0.979176,0.302661,0.886645,0.320555,0.051935,22.597665,712.78968,24.720043,45.388914,14.49074,5,5,5,4,2,3,3,3,3,5,3,5,3,1,5,5,2,5,3.88,Good,5,5,5,4,5,4,4,5,5,4,4,5,5,5,4.5,Very Good,0.62
851,SIN-ANN-0851,0.422377,0.363307,79.160392,5.946293,0.533451,0.097746,0.407631,0.490423,0.457337,203.813574,0.801824,0.230159,0.730269,0.51215,0.414213,21.360592,58.78437,11.901928,76.945743,10.512443,3,2,5,2,2,2,2,3,3,4,4,4,2,1,2,5,4,5,3.03,Average,4,3,5,4,4,4,3,5,5,4,2,4,4,5,3.67,Good,0.64
852,SIN-ANN-0852,0.420712,0.590395,123.100732,17.8435,1.112059,0.140894,0.332183,0.53269,0.703045,1116.847707,0.452769,0.432862,0.454145,0.267373,0.440034,20.459013,361.459458,12.725352,95.090194,13.511435,3,1,4,1,1,2,2,1,1,2,2,2,3,1,5,5,5,5,2.43,Below Average,3,2,2,1,2,3,2,2,1,2,4,2,2,2,1.83,Below Average,-0.6
853,SIN-ANN-0853,0.096294,0.339618,52.855875,15.329747,0.584748,0.126483,0.224262,0.571975,0.480214,518.556355,0.856584,0.432389,0.665087,0.305637,0.077999,24.915174,30,17.563627,94.221391,20.031875,5,2,4,2,1,1,3,3,1,5,2,3,3,1,1,5,5,5,2.92,Average,5,4,5,3,4,3,4,5,4,3,4,4,4,5,4.49,Good,1.57
854,SIN-ANN-0854,0.592857,0.494198,81.928218,12.670208,1.531519,0.175579,0.166113,0.503817,0.585733,644.583246,0.489693,0.569842,0.469145,0.488117,0.676075,14.820968,571.581793,12.46921,139.105198,0.2,2,1,4,1,1,1,2,2,1,2,1,2,2,1,5,5,5,1,2.08,Below Average,2,2,1,3,2,2,2,2,2,2,3,3,3,1,2.34,Below Average,0.26
855,SIN-ANN-0855,0.266725,0.526134,80.99836,11.278698,0.52841,0.097976,0.4424,0.626042,0.782985,715.634563,0.812466,0.504184,0.526707,0.211921,0.300267,25.21364,565.756532,20.357478,67.32586,12.629499,4,1,5,2,2,2,3,1,1,4,2,2,4,2,5,5,4,5,2.94,Average,4,3,3,4,4,4,3,4,4,4,4,3,3,3,3.76,Good,0.82
856,SIN-ANN-0856,0.635911,0.822951,126.327273,15.625508,1.639009,0.14717,0.248044,0.362105,0.758557,1141.605521,0.365158,0.588124,0.409113,0.696147,0.67172,27.817133,479.420579,21.264818,180.020124,20.187282,2,1,4,1,1,1,1,1,1,1,1,2,1,2,5,5,5,5,2.08,Below Average,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,Poor,-1.08
857,SIN-ANN-0857,0.063247,0.089519,47.883878,2.473611,1.209164,0.060996,0.43175,0.692604,0.26829,145.98317,0.88631,0.315693,0.834103,0.127054,0.068811,29.654082,245.418045,25.617044,86.298017,36.434946,5,5,5,1,3,2,3,4,4,5,3,4,5,2,5,5,5,5,3.93,Good,5,5,3,5,5,5,5,5,4,5,5,5,5,5,4.85,Very Good,0.92
858,SIN-ANN-0858,0.168984,0.498513,74.210538,11.929177,0.698635,0.121071,0.465399,0.686631,0.449041,898.955419,0.714306,0.598182,0.727082,0.296484,0.185257,32.733246,60.356617,23.869688,91.439283,22.690964,5,1,5,1,1,3,3,3,1,4,1,4,3,2,2,5,5,5,2.96,Average,4,3,3,4,4,4,4,4,3,4,5,3,3,3,3.49,Average,0.53
859,SIN-ANN-0859,0.877134,0.625714,149.264262,11.918297,1.902912,0.177771,0.305882,0.209007,0.82302,1817.077085,0.259986,0.61247,0.378708,0.765407,0.899247,27.233729,410.028682,22.748026,20,25.018857,1,1,5,1,1,2,1,1,1,1,1,1,1,2,5,5,1,5,1.92,Below Average,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,Poor,-0.92
860,SIN-ANN-0860,0.607588,0.621396,112.065801,12.55558,1.281407,0.166297,0.334536,0.285825,0.64989,1223.547347,0.332446,0.63922,0.518753,0.844975,0.614604,24.371427,614.341166,14.384167,133.13048,4.152021,2,1,4,1,1,2,1,2,1,1,1,2,1,1,5,5,5,5,2.14,Below Average,2,2,2,2,2,3,2,1,2,2,1,2,1,3,1.81,Below Average,-0.33
861,SIN-ANN-0861,0.319864,0.296634,38.184692,10.322964,0.558064,0.167499,0.415612,0.702549,0.476339,1017.769373,0.552809,0.514001,0.652662,0.342853,0.338003,28.558792,268.504911,8.851582,92.891468,38.670154,4,3,5,2,1,2,4,3,1,3,2,3,3,2,5,5,5,5,3.21,Average,4,4,4,3,2,3,4,3,2,3,4,4,3,3,3.01,Average,-0.2
862,SIN-ANN-0862,0.659168,0.876243,195.536332,12.24799,1.898695,0.180906,0.255599,0.564014,0.662606,220.698053,0.485369,0.657959,0.492266,0.834323,0.673944,22.511151,593.696163,28.16673,63.491147,23.276174,2,1,4,1,1,1,3,2,3,2,1,2,1,1,5,5,3,5,2.26,Below Average,2,1,1,2,2,2,2,2,1,3,1,1,3,2,1.5,Below Average,-0.76
863,SIN-ANN-0863,0.530825,0.442261,84.910486,14.79687,1.763938,0.157091,0.157344,0.440627,0.71698,1379.057497,0.418659,0.666724,0.241312,0.40065,0.52559,19.11187,30,34.773659,103.168182,17.47796,2,2,4,1,1,1,2,1,1,2,1,1,2,1,1,5,5,5,2.07,Below Average,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1.49,Poor,-0.58
864,SIN-ANN-0864,0.285008,0.542724,55.137911,7.462074,0.347532,0.079919,0.350213,0.512185,0.430254,437.515363,0.875302,0.379801,0.98,0.201658,0.295719,26.186339,162.38852,32.271008,83.812815,12.403935,4,1,5,3,2,2,2,3,2,5,3,5,4,2,4,5,4,5,3.34,Average,5,4,4,4,4,4,2,5,4,5,5,4,5,4,4.03,Good,0.69
865,SIN-ANN-0865,0.207354,0.07482,37.956799,2.900792,0.45567,0.074297,0.459694,0.821033,0.467021,311.92726,0.98,0.20824,0.887443,0.238875,0.239473,31.451326,565.412824,37.20269,85.812208,30.158913,4,5,5,2,2,3,4,3,3,5,4,5,4,2,5,5,5,5,3.93,Good,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4.94,Very Good,1.01
866,SIN-ANN-0866,0.441475,0.324724,76.927404,8.615225,0.575954,0.099051,0.517279,0.645654,0.46792,599.684243,0.773019,0.253048,0.98,0.127148,0.424467,11.772344,336.184803,39.370588,56.539252,43.225451,3,2,5,2,2,3,3,3,1,4,3,5,5,1,5,5,3,5,3.26,Average,3,4,3,4,4,5,4,4,4,5,5,4,4,4,4.22,Good,0.96
867,SIN-ANN-0867,0.580529,0.328002,83.930995,11.892872,1.247488,0.147474,0.372591,0.485483,0.573001,260.164055,0.6026,0.670906,0.579897,0.585126,0.580291,24.437266,329.696391,9.58723,152.490375,9.344083,2,2,5,1,1,2,2,2,3,3,1,3,1,1,5,5,5,5,2.62,Below Average,3,4,2,3,2,3,2,3,2,3,3,3,4,3,2.91,Average,0.29
868,SIN-ANN-0868,0.113062,0.141046,0,7.822783,0.896167,0.065877,0.6,0.713836,0.499671,323.973992,0.832215,0.342454,0.674081,0.295575,0.154961,27.232502,140.920305,17.118971,69.774153,34.754336,5,4,5,1,3,4,4,3,3,4,3,3,3,2,4,5,4,5,3.61,Good,5,5,4,4,5,5,4,5,4,4,5,4,5,5,4.95,Very Good,1.34
869,SIN-ANN-0869,0.755407,0.783343,149.304834,12.86158,1.074916,0.16159,0.284628,0.530757,0.545699,1171.853207,0.454203,0.600812,0.532242,0.644253,0.834297,28.075792,118.354766,10.174655,78.676312,23.685386,1,1,4,1,1,1,2,2,1,2,1,2,1,2,3,5,4,5,2.02,Below Average,2,1,2,1,2,2,2,2,2,3,2,3,2,3,1.84,Below Average,-0.18
870,SIN-ANN-0870,0.497526,0.377373,27.603324,17.069759,0.885887,0.118919,0.164265,0.48443,0.607999,481.032848,0.679702,0.340396,0.546148,0.449552,0.478928,19.336735,6.435535,6.798824,32.292059,1.134309,3,2,4,1,1,1,2,2,2,3,3,2,2,1,1,5,1,2,2.17,Below Average,3,4,3,2,3,1,1,3,3,4,3,2,4,3,2.97,Average,0.8
871,SIN-ANN-0871,0.349934,0.514441,65.357984,15.129274,1.446115,0.203786,0.200628,0.419711,0.813814,848.616919,0.448471,0.486808,0.312777,0.385947,0.314756,21.056922,480.300603,12.295723,107.267442,23.586172,4,1,4,1,1,1,2,1,1,2,2,1,3,1,5,5,5,5,2.42,Below Average,3,3,2,2,1,1,1,2,2,1,3,2,2,2,2.03,Below Average,-0.39
872,SIN-ANN-0872,0.794936,0.769013,115.412596,12.204955,1.507081,0.189596,0.19808,0.656237,0.899186,1533.027112,0.704897,0.696418,0.542869,0.639481,0.777409,11.129628,118.596085,24.999485,90.02661,0.2,1,1,4,1,1,1,3,1,1,4,1,2,1,1,3,5,5,1,1.96,Below Average,1,1,2,2,1,2,3,4,1,3,1,1,1,3,2.24,Below Average,0.28
873,SIN-ANN-0873,0.885508,0.61023,126.80356,8.343846,2.207835,0.191018,0.127446,0.294921,0.550728,1573.72933,0.26999,0.678089,0.44769,0.514152,0.822853,20.057059,32.581584,1.5,39.048,3.858906,1,1,5,1,1,1,1,2,1,1,1,2,2,1,1,3,2,4,1.74,Poor,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1.27,Poor,-0.47
874,SIN-ANN-0874,0.656024,0.51551,99.705423,7.317143,0.300275,0.12036,0.206225,0.775109,0.565876,970.808012,0.783987,0.610345,0.879048,0.199879,0.719307,17.572223,665.606597,23.586637,54.580663,32.337557,2,1,5,3,1,1,4,2,1,4,1,5,4,1,5,5,3,5,2.87,Average,3,2,4,4,3,3,4,4,2,4,4,2,2,3,3.36,Average,0.49
875,SIN-ANN-0875,0.244574,0.207687,54.695906,2.467536,0.895566,0.108767,0.491927,0.830611,0.371716,363.905236,0.679812,0.290573,0.672134,0.385575,0.229449,20.124087,1.614884,10.601783,33.816985,3.060319,4,3,5,1,1,3,4,3,2,3,3,3,3,1,1,5,1,4,2.87,Average,5,5,3,4,4,4,5,3,4,4,4,4,4,4,4.21,Good,1.34
876,SIN-ANN-0876,0.721405,0.555057,142.385222,11.692924,1.471208,0.155145,0.195448,0.37167,1.001183,1629.929034,0.357066,0.626259,0.368691,0.660274,0.711132,15.307256,46.60842,9.455938,63.994391,0.297968,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,1.59,Poor,1,1,1,2,3,1,1,1,1,1,1,1,1,2,1.34,Poor,-0.25
877,SIN-ANN-0877,0.313572,0.415976,92.654827,6.006245,0.301966,0.109373,0.388968,0.684705,0.355489,353.427354,0.642887,0.611,0.976714,0.325149,0.309468,16.453613,251.082861,22.330834,58.755696,27.643974,4,2,5,3,1,2,3,3,2,3,1,5,3,1,5,5,3,5,3.14,Average,4,3,5,4,5,4,4,4,3,5,4,4,4,4,3.89,Good,0.75
878,SIN-ANN-0878,0.42945,0.588041,72.581608,10.319283,0.787948,0.163454,0.397779,0.621635,0.781525,1045.209876,0.702078,0.355672,0.764737,0.426682,0.393908,37.697325,602.657338,23.486731,170.000756,28.010319,3,1,5,1,1,2,3,1,1,4,3,4,2,3,5,5,5,5,2.85,Average,3,3,3,3,2,4,4,4,4,4,3,2,2,3,2.93,Average,0.08
879,SIN-ANN-0879,0.202577,0.520537,95.980908,13.084525,1.064694,0.136145,0.38074,0.510038,0.68899,802.315822,0.683534,0.396581,0.526191,0.614524,0.176867,23.068708,749.567528,21.06569,106.467223,0.2,4,1,4,1,1,2,2,2,1,3,2,2,1,1,5,5,5,1,2.36,Below Average,4,3,3,3,2,4,3,3,3,2,2,3,2,3,2.6,Average,0.24
880,SIN-ANN-0880,0.383447,0.148301,67.161331,4.208751,0.968272,0.122188,0.579718,0.851431,0.384968,319.324644,0.730023,0.048235,0.98,0.217059,0.413722,23.962115,515.093581,19.510871,79.253708,26.191745,3,4,5,1,1,3,5,3,3,4,5,5,4,1,5,5,4,5,3.59,Good,4,5,4,4,4,5,5,4,5,5,4,4,5,4,4.41,Good,0.82
881,SIN-ANN-0881,0.065778,0.085147,53.816539,10.474696,0.298549,0.06983,0.452873,0.587033,0.396634,392.591243,0.878503,0.461047,0.789612,0.224261,0.076898,37.024623,811.806449,17.446514,126.467695,14.815773,5,5,5,4,3,3,3,3,2,5,2,4,4,3,5,5,5,5,4.03,Good,5,5,5,4,5,5,3,5,4,5,5,5,5,5,4.77,Very Good,0.74
882,SIN-ANN-0882,0.187492,0.313496,56.54109,6.998738,0.938725,0.099112,0.353927,0.634352,0.515784,1057.873456,0.807654,0.280356,0.791061,0.425546,0.20059,20.43517,722.770749,2,88.114534,51.183237,5,2,5,1,2,2,3,2,1,4,3,4,2,1,5,3,5,5,3.05,Average,5,5,4,3,4,3,4,4,4,5,2,4,3,4,3.96,Good,0.91
883,SIN-ANN-0883,0.831609,0.363295,104.766222,14.072215,1.341434,0.140357,0.120541,0.405907,0.606551,818.179054,0.414624,0.394131,0.385858,0.567989,0.866556,20.746964,30,13.267864,145.931014,8.301906,1,2,4,1,1,1,2,2,1,2,2,1,1,1,1,5,5,5,2.03,Below Average,1,3,2,2,2,2,2,2,3,2,3,3,2,3,2.28,Below Average,0.25
884,SIN-ANN-0884,0.493265,0.473116,142.857643,6.223402,0.761115,0.145071,0.25417,0.630592,0.715907,889.822734,0.654367,0.608597,0.744025,0.375346,0.395581,22.641388,311.779053,5.218541,79.851883,0.2,3,1,5,1,1,1,3,1,1,3,1,4,3,1,5,5,4,1,2.42,Below Average,3,2,2,4,3,2,3,3,3,4,3,3,3,3,3.1,Average,0.68
885,SIN-ANN-0885,0.346194,0.346834,119.306235,10.680087,0.979922,0.118307,0.294131,0.651702,0.395704,678.528135,0.686161,0.413521,0.671246,0.647612,0.311867,13.065102,389.544273,22.755954,144.107079,6.502223,4,2,5,1,1,1,3,3,1,3,2,3,1,1,5,5,5,5,2.79,Average,3,3,2,3,3,2,3,3,3,3,2,3,2,2,2.5,Average,-0.29
886,SIN-ANN-0886,0.557382,0.294989,43.330599,8.396702,0.583117,0.131689,0.247629,0.488484,0.382251,633.197485,0.78552,0.277658,0.648116,0.561158,0.637142,24.505567,252.790923,9.555644,113.047819,16.121506,2,3,5,2,1,1,2,3,1,4,3,3,1,1,5,5,5,5,2.84,Average,2,4,3,2,3,2,2,4,4,3,3,4,2,3,2.91,Average,0.07
887,SIN-ANN-0887,0.796735,0.785743,76.083675,10.867315,0.901457,0.138638,0.380778,0.40304,0.730907,1453.911899,0.605795,0.770919,0.461444,0.615711,0.807051,28.522714,156.403899,11.773953,85.866469,34.378854,1,1,5,1,1,2,2,1,1,3,1,2,1,2,4,5,5,5,2.24,Below Average,1,1,2,3,2,2,2,2,1,3,2,2,1,3,2.14,Below Average,-0.1
888,SIN-ANN-0888,0.639569,0.635836,96.506715,14.069065,1.313681,0.146111,0.355213,0.511183,0.555564,1081.183108,0.473586,0.700312,0.362729,0.453757,0.701029,25.341767,30,22.511429,141.420184,4.067207,2,1,4,1,1,2,2,2,1,2,1,1,2,2,1,5,5,5,2.12,Below Average,1,2,3,1,2,3,2,2,1,2,3,3,2,2,1.75,Below Average,-0.37
889,SIN-ANN-0889,0.808549,0.782874,116.621802,17.027199,1.614401,0.172032,0.225661,0.297107,0.73548,1271.677169,0.375142,0.565261,0.233496,0.396375,0.791773,21.883089,311.363657,2,89.46139,10.096924,1,1,4,1,1,1,1,1,1,1,1,1,3,1,5,3,5,5,1.92,Below Average,1,1,1,1,1,2,1,1,2,1,4,2,1,1,1.31,Poor,-0.61
890,SIN-ANN-0890,0.319657,0.38267,57.377467,2.786758,0.819093,0.096824,0.449899,0.553695,0.441065,689.628167,0.754439,0.165028,0.701303,0.421037,0.35531,22.614952,161.902014,8.910109,75.04204,24.209318,4,2,5,1,2,2,3,3,1,4,4,4,2,1,4,5,4,5,3.06,Average,4,4,4,4,5,4,3,4,5,4,3,4,4,4,3.98,Good,0.92
891,SIN-ANN-0891,0.249743,0.555538,96.579502,15.091252,1.210262,0.143032,0.356306,0.674378,0.696988,1004.557689,0.647741,0.576224,0.35213,0.202257,0.22561,25.564269,913.086122,32.26585,59.318724,29.180315,4,1,4,1,1,2,3,2,1,3,1,1,4,2,5,5,3,5,2.58,Below Average,3,2,3,2,3,4,4,3,3,2,4,2,2,3,2.64,Average,0.06
892,SIN-ANN-0892,0.331001,0.402615,116.570137,8.43108,1.310819,0.149761,0.36579,0.595387,0.443731,993.52181,0.604632,0.45492,0.625438,0.227553,0.261335,29.089551,30,47.844833,81.371154,37.407859,4,2,5,1,1,2,3,3,1,3,2,3,4,2,1,5,4,5,2.83,Average,3,2,3,4,2,3,3,3,3,4,4,4,3,1,3.34,Average,0.51
893,SIN-ANN-0893,0.443732,0.285962,69.216064,14.453284,0.372492,0.059628,0.421902,0.579861,0.51046,610.698292,0.702284,0.412973,0.939925,0.281269,0.463285,24.166947,168.028474,11.537199,124.56332,34.50282,3,3,4,3,3,2,3,2,1,4,2,5,3,1,4,5,5,5,3.19,Average,3,4,5,4,5,4,4,4,4,5,5,4,4,3,4.35,Good,1.16
894,SIN-ANN-0894,0.455042,0.613816,74.529253,14.372937,1.012984,0.155446,0.192742,0.562578,0.725578,679.747391,0.478708,0.531261,0.749418,0.267531,0.428323,19.112641,844.879511,12.519978,44.765103,6.514778,3,1,4,1,1,1,3,1,1,2,1,4,3,1,5,5,2,5,2.36,Below Average,3,2,3,2,3,2,4,3,3,3,4,1,3,3,2.88,Average,0.52
895,SIN-ANN-0895,0.401661,0.64482,95.976874,10.503366,1.074411,0.129075,0.290549,0.296773,0.934889,765.298478,0.435463,0.544033,0.613012,0.463644,0.370303,21.654693,228.707417,32.868845,136.481544,13.260871,3,1,5,1,1,1,1,1,1,2,1,3,2,1,5,5,5,5,2.37,Below Average,3,2,2,2,3,2,1,2,2,3,2,2,3,3,2.49,Below Average,0.12
896,SIN-ANN-0896,0.245039,0.272325,65.054416,15.018684,0.101172,0.096737,0.582399,0.688299,0.406187,393.293771,0.770282,0.41519,0.830274,0.47571,0.251512,24.289903,135.952507,29.734533,79.925222,0.2,4,3,4,5,2,3,3,3,2,4,2,4,2,1,4,5,4,1,3.25,Average,4,4,5,3,4,5,4,4,4,4,3,5,5,4,4.14,Good,0.89
897,SIN-ANN-0897,0.291457,0.008365,77.277069,7.160762,0.549827,0.053199,0.535962,0.719646,0.444924,127.792732,0.953578,0.183145,0.98,0.03,0.289505,29.615913,30,17.016931,116.610573,21.589417,4,5,5,2,3,3,4,3,4,5,4,5,5,2,1,5,5,5,3.92,Good,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4.97,Very Good,1.05
898,SIN-ANN-0898,0.525947,0.420293,74.291449,0,0.677834,0.130054,0.472726,0.720899,0.442052,273.691612,0.533877,0.301786,0.728894,0.227309,0.570996,28.268844,174.051759,35.068081,140.340908,0.2,2,2,5,1,1,3,4,3,3,2,3,4,4,2,4,5,5,1,2.91,Average,3,4,4,5,4,4,4,3,4,4,5,4,5,4,4.26,Good,1.35
899,SIN-ANN-0899,0.314065,0.221851,0,5.444964,1.145809,0.140945,0.339276,0.745863,0.59507,663.694954,0.747017,0.41182,0.706531,0.408567,0.329813,34.765911,712.965752,15.683849,97.294571,22.648385,4,3,5,1,1,2,4,2,1,4,2,4,2,2,5,5,5,5,3.12,Average,3,4,1,3,3,3,5,3,3,3,3,3,3,2,2.72,Average,-0.4
900,SIN-ANN-0900,0.660126,0.677881,158.147467,16.518183,1.15796,0.17204,0.35036,0.506283,0.877923,1389.034129,0.44563,0.70459,0.674861,0.674284,0.644258,21.603192,123.348871,19.798047,111.07609,24.051137,2,1,4,1,1,2,2,1,1,2,1,3,1,1,3,5,5,5,2.16,Below Average,2,2,2,2,2,3,2,1,1,3,1,1,1,1,1.5,Below Average,-0.66
901,SIN-ANN-0901,0.54323,0.647751,109.089855,0.278198,0.388089,0.068127,0.381171,0.841684,0.63738,523.996798,0.584117,0.283406,0.788628,0.247758,0.591601,25.471166,242.310222,19.765331,136.327596,43.777777,2,1,5,3,3,2,4,2,1,3,3,4,4,2,5,5,5,5,3.14,Average,3,3,5,5,5,4,5,3,3,4,4,3,4,5,3.75,Good,0.61
902,SIN-ANN-0902,0.305482,0.320003,105.887067,15.002583,1.178241,0.142165,0.484932,0.356645,0.556775,252.115911,0.41058,0.630282,0.637969,0.447014,0.341466,32.388652,506.416016,17.020873,79.65529,36.804222,4,2,4,1,1,3,1,2,3,2,1,3,2,2,5,5,4,5,2.7,Average,3,3,2,2,3,4,2,2,3,3,3,3,4,2,2.79,Average,0.09
903,SIN-ANN-0903,0.360798,0.409174,68.868792,5.216899,1.374333,0.157151,0.432824,0.793363,0.532084,367.637509,0.727701,0.292967,0.874332,0.114064,0.440398,20.266711,56.56672,17.852872,21.357203,4.226438,3,2,5,1,1,2,4,2,2,4,3,5,5,1,2,5,1,5,2.92,Average,4,4,3,4,3,4,5,4,4,4,4,4,5,3,4.34,Good,1.42
904,SIN-ANN-0904,0.655942,0.685772,74.567325,5.255477,1.503682,0.157554,0.296878,0.597773,0.480117,354.180051,0.431094,0.467276,0.429057,0.681652,0.707575,28.995597,590.519144,14.805908,133.740281,30.844321,2,1,5,1,1,1,3,3,2,2,2,2,1,2,5,5,5,5,2.52,Below Average,2,2,1,4,1,2,3,2,2,2,1,3,3,3,2.18,Below Average,-0.34
905,SIN-ANN-0905,0.306322,0.552784,81.491203,15.388748,0.890289,0.136823,0.512811,0.593059,0.465027,583.418497,0.725929,0.184513,0.609579,0.130039,0.305629,15.12915,54.438313,8.744616,20,21.295627,4,1,4,1,1,3,3,3,1,4,4,3,5,1,2,5,1,5,2.79,Average,4,3,4,3,3,5,4,4,5,3,4,5,3,4,3.5,Good,0.71
906,SIN-ANN-0906,0.761239,0.521946,108.282567,15.941566,1.402273,0.168764,0.175434,0.3995,0.738125,1322.099631,0.449402,0.695173,0.185228,0.602734,0.751026,18.655663,426.174107,15.037911,29.105977,31.099623,1,1,4,1,1,1,1,1,1,2,1,1,1,1,5,5,1,5,1.79,Poor,2,2,1,1,1,1,1,2,1,1,2,1,1,3,1.17,Poor,-0.62
