child_id,spacing_std,baseline_std,local_baseline_drift,avg_slant,avg_size_variation,curve_smoothness,loop_roundness,stroke_continuity,stroke_thickness_consistency,density_distribution,contrast_score,blur_score,ink_density,text_visibility_score,word_detection_ratio,spacing_score,alignment_score,slant_score,size_score,curve_score,loop_score,continuity_score,thickness_score,density_score,contrast_quality_score,blur_quality_score,ink_density_score,text_visibility_quality_score,word_detection_score,overall_score,label,teacher_spacing_rating,teacher_alignment_rating,teacher_size_rating,teacher_slant_rating,teacher_curve_rating,teacher_loop_rating,teacher_stroke_continuity_rating,teacher_legibility_rating,teacher_overall_rating,teacher_overall_label,teacher_vs_system_score_difference
910,0.003045,0.283883,0,0.300977,0,0.141926,0.16599,0.785948,0.320396,169.283074,33.211063,903.109948,22.384637,112.951867,0.453,5,2.870293,4.966633,5,0.999421,0.947318,4.28727,3.587432,3.582726,1.978117,4.965244,4.997312,4.980507,0.986053,3.665923,Good,4,3,4,5,3,3,5,4,4,Good,0.334
911,0,0,0.041847,0,0.006364,0.117657,0.247004,0.326795,0.205191,31.455904,22.601938,182.39108,77.637003,263.0437,0.074,4.968862,5,5,4.965983,1.166463,1.139516,0.857077,4.027736,4.951277,1.010926,5,5,4.98975,1.005145,3.750958,Good,4,4,4,4,4,2,2,4,4,Good,0.249
912,0,0.771625,0.023174,0.199084,0.033603,0.128555,0.295318,0.807737,0.494583,64.932422,20.99533,347.623541,50.908579,188.299497,0.27,5,1.307514,4.977875,4.956207,2.333051,1.405671,4.027112,2.81562,4.984927,0.950605,4.369168,5,5,1.022686,3.847063,Good,5,3,5,5,4,4,4,4,4,Good,0.153
913,0.006995,0.52547,0.024019,0.01983,0.021702,0.111215,0.187036,0.749617,0.415654,130.318217,30.223612,570.890195,41.525255,165.439614,0.337,4.992453,1.467447,4.931154,5,1.809691,1.119994,4.037339,3.231984,4.393772,1.667302,4.671756,4.914262,4.981342,1.03221,3.670592,Good,4,4,5,4,4,3,4,4,4,Good,0.329
914,0,0.409632,0.043978,0,0,0.144721,0.147112,0.722971,0.29304,160.291316,35.127131,848.540248,24.154439,119.884354,0.379,4.996686,2.212956,5,5,1.044172,1.092454,3.832835,4.00101,4.020418,1.966411,5,5,4.937057,1.076712,3.738748,Good,5,3,4,5,3,3,4,3,4,Good,0.261
915,0.005613,0.19075,0,0,0,0.184712,0.169716,0.647899,0.250515,86.094778,33.968632,466.466056,42.60768,162.605278,0.25,4.986747,3.470036,4.935678,4.97456,0.979973,0.97732,3.544812,3.93268,4.55948,1.975593,4.599117,4.963714,5,0.96349,3.716903,Good,4,4,4,5,3,3,4,4,4,Good,0.283
916,0,0.005071,0,2.427753,0.093886,0.155926,0.378901,0.401067,0.262429,148.22919,25.132974,845.183282,52.952395,195.737774,0.305,5,4.800654,4.991071,4.516833,1.037485,1.885977,1.354674,3.964792,4.124248,1.416404,5,4.988835,5,0.982037,3.607669,Good,5,5,5,4,4,3,3,4,4,Good,0.392
917,0.005853,0.534813,0.110764,0.06606,0.025196,0.094632,0.19174,0.750383,0.447236,110.022997,26.866115,508.466542,45.29504,173.858239,0.341,5,1.329018,5,5,2.005486,0.934243,3.968496,3.000313,4.506485,1.54155,4.534073,5,5,0.968174,3.755275,Good,5,3,4,3,3,4,4,4,4,Good,0.245
918,0.000217,0.210254,0,8.023508,0.180658,0.199526,0.391223,0.916039,0.415351,116.269301,31.507004,534.046198,50.099286,188.449483,0.287,5,3.526644,4.448733,3.866979,0.89607,2.060447,5,2.921006,4.192782,2.020432,4.958704,4.929101,4.976782,0.971705,3.716548,Good,5,4,4,4,3,3,4,3,4,Good,0.283
919,0.010826,0.486339,1.141539,0,0,0.072227,0.07661,0.869242,0.197431,79.674642,22.758386,440.283495,17.195337,80.032593,0.227,5,1.596171,4.927647,4.952446,3.0325,1.026649,4.631645,4.439835,4.400856,1.551572,3.482068,4.939496,3.468607,0.996339,3.785593,Good,5,3,4,5,3,3,5,4,4,Good,0.214
920,0.004353,0.40271,0.006552,2.482555,0.078892,0.186096,0.260008,0.608364,0.236044,70.232102,21.332247,498.073242,20.015594,100.513423,0.278,5,2.920608,4.944127,4.963689,1.036893,1.530628,2.606972,3.982533,4.92513,0.995506,4.98013,4.997644,4.949551,0.997727,3.514776,Good,4,4,4,5,3,3,4,3,4,Good,0.485
921,0.005401,0.236712,0.092033,0,0,0.183471,0.172689,0.682833,0.25988,104.894418,33.891585,549.540424,39.194812,157.294339,0.28,4.992303,3.042034,4.934433,5,1.055149,1.032667,3.584631,3.964329,4.333321,1.94192,4.656896,4.971301,5,0.993134,3.780352,Good,4,4,5,5,3,4,4,4,4,Good,0.22
922,0,0.322326,0,3.407922,0.12646,0.213197,0.492863,0.646249,0.301479,196.587276,27.29965,1229.207432,21.94008,109.058613,0.469,5,3.484131,5,4.312719,0.94027,2.677261,2.825989,3.943426,3.813558,1.585939,5,5,5,0.948492,3.779359,Good,4,4,5,4,3,4,3,4,3,Average,-0.779
923,0.001185,0.453379,5.396112,0,0.113416,0.078311,0.38985,0.721244,0.494439,55.17238,18.754879,153.6101,63.634782,215.142401,0.252,4.955003,1.951102,5,4.482164,2.500783,2.099155,3.514318,2.545473,4.958138,1.048597,3.943826,4.999458,4.978595,0.986461,3.769074,Good,4,3,5,5,4,4,5,3,4,Good,0.231
924,0,0.095027,0,7.956455,0.210284,0.173045,0.275416,0.597874,0.295464,73.08408,23.767338,283.999676,39.376208,150.163708,0.22,4.97744,4.154329,4.633576,4.163023,1.075221,1.845508,2.390924,3.552561,5,1.254557,5,4.985179,5,1.08524,3.612563,Good,4,4,4,5,4,3,4,4,4,Good,0.387
925,0.000654,0.528701,0,0.057828,0.021113,0.09821,0.194213,0.736094,0.426698,114.23477,27.076248,536.419762,42.846985,172.489588,0.341,5,1.565005,4.981976,5,1.815859,0.978888,3.917236,3.101307,4.516833,1.602842,4.61246,5,5,1.031066,3.785202,Good,5,3,5,5,3,3,4,4,4,Good,0.215
926,0,0.304853,1.111186,0,0,0.074398,0.075544,0.762587,0.184359,20.552937,16.17505,260.353169,15.176613,68.607712,0.074,5,2.400296,5,4.969991,3.124494,0.956034,3.588987,4.560487,5,0.948283,3.287662,5,3.261422,1.036094,3.737678,Good,4,4,5,5,4,2,4,3,4,Good,0.262
927,0,0.330865,0,0.224678,0.00614,0.206947,0.257213,0.64947,0.258071,44.753168,22.805118,597.158327,21.453453,109.256707,0.133,4.998201,3.364148,5,4.977676,1.009707,1.356768,2.762066,4.033771,5,1.021624,5,4.915352,4.964115,0.99661,3.881102,Good,4,4,4,5,3,3,4,4,4,Good,0.119
928,0.004176,0.12273,6.4655,0,0.094212,0.151068,0.396697,0.63323,0.315138,39.025188,23.641507,144.090579,60.337392,204.204927,0.175,5,3.986401,5,4.452366,1.817465,2.152138,2.976025,3.382819,4.928281,1.382726,3.946774,5,4.93797,0.998207,3.85573,Good,4,4,5,4,2,3,4,4,4,Good,0.144
929,0,0.473724,0.703296,0,0.007785,0.101916,0.099249,0.827488,0.232305,105.058381,26.232744,554.83209,19.085544,93.888279,0.278,5,1.639744,5,5,2.349966,1.041259,4.383885,4.29249,4.328168,1.584264,4.037882,5,3.942047,1.047673,3.738995,Good,4,3,5,3,3,3,4,4,4,Good,0.261
930,0,0.259176,0,14.200638,0.338029,0.244585,0.555017,0.952165,0.42956,44.688121,31.677196,194.031574,75.244465,259.291954,0.101,5,2.943703,4.043,3.018834,1.118327,3.129933,5,2.952953,4.995436,1.996164,5,5,4.950166,0.998653,3.76229,Good,4,4,3,5,3,4,5,4,4,Good,0.238
931,0,0.235703,0.069666,1.890266,0.028609,0.111548,0.084233,0.671264,0.122663,50.094166,34.213918,583.560536,37.081617,151.982583,0.353,4.959066,3.076546,5,4.961396,2.746533,0.95655,3.642183,4.657989,4.950286,2.023455,4.672379,5,5,1.018564,3.729653,Good,5,3,5,4,4,3,4,4,4,Good,0.27
932,0.004219,0.001982,0,4.902703,0.173985,0.169315,0.320683,0.425113,0.262499,179.374229,23.825892,920.563933,19.137144,99.795793,0.44,5,5,4.95477,4.528846,0.987867,1.862698,1.607863,4.051556,4.062939,1.376627,5,5,5,1.00676,3.697871,Good,4,5,4,4,3,3,3,4,4,Good,0.302
933,0,0.304994,4.17074,1.797568,0.092561,0.064087,0.229161,0.686808,0.19131,52.893129,27.499845,581.9713,37.421776,150.459979,0.378,5,2.604887,4.974552,4.601867,3.288128,1.771031,3.498761,4.168712,5,1.545885,4.533488,4.947806,5,1.078968,3.602989,Good,4,3,4,4,4,4,4,5,3,Average,-0.603
934,0.010724,0.178981,0.083195,1.724137,0.021502,0.135158,0.115298,0.661495,0.134091,46.420231,33.534337,529.906718,41.546463,163.001262,0.315,5,3.555059,4.943843,4.995158,2.585475,0.969722,3.412242,4.615974,4.915099,1.965887,4.577769,5,4.932498,0.957422,3.751161,Good,5,4,5,5,4,3,4,4,4,Good,0.249
935,0,0.104729,0,5.241275,0.123524,0.231064,0.336915,0.701827,0.308597,38.376354,32.598415,158.293384,66.715548,228.047457,0.117,5,4.183739,4.622291,4.234674,0.935875,1.721582,3.850495,3.70662,4.994519,2.021406,4.339266,4.946132,4.937939,1.052375,3.621415,Good,3,4,4,4,4,4,4,5,4,Good,0.379
936,0,0.405277,0.002919,0.105132,0.001033,0.143838,0.147398,0.726716,0.286969,161.897147,34.739812,852.789109,24.120161,119.265754,0.383,4.980462,1.998491,4.982019,5,1.059219,1.050646,3.947295,4.013686,4.002523,1.958254,5,4.988029,4.921174,1.049171,3.63089,Good,4,3,5,4,3,3,4,3,5,Very Good,1.369
937,0,0.089233,4.444984,0.023365,0.074516,0.15015,0.321936,0.558493,0.313771,35.422971,19.724112,368.41578,38.599175,145.071524,0.104,5,4.157157,4.98416,4.659917,1.423551,1.82091,2.475196,3.708481,5,0.980905,4.607924,4.962668,4.937942,1.052148,3.799433,Good,4,4,4,4,3,4,4,4,4,Good,0.201
938,0,0,0,4.820268,0.18645,0.182626,0.38258,0.454994,0.28564,209.889744,24.961953,1115.841241,20.17417,102.627904,0.482,5,5,5,4.395795,0.927883,2.245194,1.509237,4.101057,3.868525,1.611489,5,4.960567,4.931297,1.035054,3.655204,Good,5,5,4,5,2,3,4,3,4,Good,0.345
939,0.003484,0.186242,0,0.012335,0,0.17143,0.165355,0.587297,0.267207,88.084978,27.149033,679.63599,22.427927,111.072716,0.2,4.972676,3.782331,5,4.994788,0.865137,0.889786,2.822103,4.114263,4.588192,1.490266,5,4.976578,4.987679,0.990888,3.722773,Good,4,4,5,5,3,3,4,4,4,Good,0.277
940,0,0.152079,0.002679,10.181379,0.262233,0.208569,0.375923,0.716091,0.354847,66.932242,25.934735,239.84371,51.635743,189.302939,0.184,4.960953,3.876494,4.332901,3.902488,0.982136,2.234413,3.178984,3.448575,4.980986,1.663525,4.995328,5,5,0.959221,3.692289,Good,5,4,4,3,3,3,4,4,4,Good,0.308
941,0,0.520573,4.895321,0.234174,0.079081,0.168625,0.458354,0.746639,0.310864,41.748119,21.525565,394.073173,39.960296,150.533396,0.245,4.959621,1.781685,5,4.579652,1.34333,2.505147,3.623419,3.570484,4.912626,1.05104,4.494674,4.958058,5,0.989344,3.832485,Good,5,3,4,4,3,4,4,5,5,Very Good,1.168
942,0.006211,0.705096,0.068717,0,0.054765,0.060144,0.245965,0.780565,0.598544,75.79999,19.033269,163.111401,70.618169,233.607109,0.276,5,1.096279,5,5,2.950329,0.921568,3.958219,1.961613,4.927878,1.00144,3.999571,4.986368,5,1.018538,3.793616,Good,4,4,5,5,4,3,4,3,4,Good,0.206
943,0.002735,0.456772,1.027326,1.540399,0.020555,0.018863,0.018224,0.846833,0.093814,35.657883,22.975808,456.995148,17.353924,81.192309,0.284,4.982483,1.692186,5,5,4.415962,1.042997,4.387904,4.965025,5,1.4996,3.628185,4.978843,3.551573,0.972478,3.79256,Good,5,3,4,4,5,3,4,4,4,Good,0.207
944,0.006042,0.477539,0.106905,0.343133,0.029069,0.084591,0.222202,0.813427,0.519841,126.020556,25.272528,491.055389,48.443875,181.620928,0.364,5,2.230202,5,5,2.236668,1.009822,4.429746,2.380591,4.202652,1.374545,4.368718,4.924066,4.995368,1.031272,3.578831,Good,5,3,4,5,4,3,5,5,4,Good,0.421
945,0,0.517807,0.147687,0.077066,0.030593,0.098021,0.195788,0.753288,0.434814,109.84134,27.957543,553.352759,44.767918,171.043314,0.338,5,1.608662,5,5,1.902133,0.969428,3.96335,3.018425,4.419501,1.57701,4.564513,4.945228,5,0.997725,3.87381,Good,5,3,5,4,3,2,4,4,4,Good,0.126
946,0.000338,0.200425,0.130388,8.524677,0.193897,0.202996,0.402978,0.917807,0.419462,110.25325,33.0046,492.854587,51.345227,196.409693,0.274,4.989608,3.388064,4.420869,3.783966,1.064477,2.11591,4.964718,3.022303,4.141283,2.018704,4.972799,4.999512,4.957316,1.010711,3.742279,Good,4,3,5,4,3,4,5,4,4,Good,0.258
947,0,0.33592,0.013836,2.635291,0.134994,0.127733,0.398974,0.634568,0.473083,188.980844,25.454331,923.128088,43.824795,169.16503,0.444,4.945254,3.048845,5,4.556853,1.8818,1.947905,2.920983,3.004,3.990304,1.487329,4.520146,5,4.933898,1.022772,3.819001,Good,5,4,4,4,3,4,3,4,4,Good,0.181
948,0.001102,0.330157,0.163024,3.393313,0.125079,0.216991,0.47972,0.655135,0.302752,188.58618,27.002523,1211.019155,22.693336,108.282184,0.462,4.948309,3.275979,4.958868,4.462189,0.946982,2.675882,3.037652,3.969626,3.908587,1.631296,4.959943,5,4.998991,0.991095,3.689258,Good,4,4,4,4,3,4,4,4,4,Good,0.311
949,0.002133,0.06655,0,2.797339,0.093003,0.165665,0.355104,0.723118,0.360926,242.115854,32.230948,1305.973761,20.638349,104.370695,0.55,4.976453,4.299741,5,4.482348,0.877079,1.837778,3.612639,3.475449,2.9803,1.914469,5,5,4.992089,1.007783,3.743342,Good,4,4,4,5,4,3,4,3,4,Good,0.257
950,0.001162,0.155033,0,3.291363,0.137267,0.179247,0.384964,0.607585,0.310755,240.167843,31.003767,1322.21646,22.293704,111.855104,0.517,5,3.766153,4.968667,4.438768,1.030985,2.250848,2.74815,4.002686,3.407009,1.914736,5,4.974794,5,0.976699,3.704233,Good,4,5,4,5,3,4,4,4,4,Good,0.296
951,0,0.243962,0.096594,0,0.001686,0.173778,0.171468,0.66502,0.258584,102.602315,33.794012,548.779329,38.382688,154.594681,0.284,4.998794,2.982995,4.999148,5,1.000442,0.986076,3.607052,4.027137,4.464239,1.991127,4.601736,5,4.986343,0.990342,3.732358,Good,4,4,5,5,3,3,5,4,4,Good,0.268
952,0.000912,0.31595,4.388313,0,0.077285,0.128121,0.314097,0.688514,0.32353,98.234465,26.875219,539.104746,40.135112,158.767474,0.324,4.968023,2.352044,5,4.611079,1.217214,1.882662,3.558524,3.597887,4.328395,1.527839,4.563674,5,4.987675,0.94773,3.689334,Good,4,3,4,5,4,4,4,3,4,Good,0.311
953,0,0.590994,0,0.175539,0.007372,0.183411,0.266753,0.781141,0.271466,109.498369,29.935052,744.984343,23.103912,113.246582,0.326,5,1.608788,4.997643,5,0.9848,1.504323,4.090236,3.95986,4.441263,1.483564,5,5,4.916353,1.06383,3.75489,Good,4,3,5,4,3,3,4,4,4,Good,0.245
954,0.005711,0.407401,6.431187,0.073236,0.116992,0.084089,0.413904,0.69976,0.462738,49.334625,19.025858,165.205118,65.55266,214.605792,0.24,4.985097,2.234567,5,4.340755,2.456978,2.222499,3.412631,2.564009,4.999211,0.98283,3.977262,4.974991,4.97742,0.985541,3.723479,Good,5,3,4,4,4,4,4,4,5,Very Good,1.277
955,0.00315,0.377255,0.008317,1.916204,0.032333,0.083346,0.077125,0.715598,0.146558,94.90802,33.439849,855.780134,22.690191,116.796575,0.453,4.997616,2.014688,5,4.999668,2.764432,0.94463,4.024597,4.545509,4.513196,2.00195,5,4.956927,4.981738,1.034315,3.777018,Good,4,4,4,5,4,3,4,4,5,Very Good,1.223
956,0,0.204913,0.007869,0,0,0.124366,0.199709,0.532562,0.239693,88.037139,28.566169,524.987981,50.607454,189.22177,0.237,4.95151,3.493777,5,5,1.112855,1.023939,2.585348,4.085953,4.511248,1.538446,5,4.986954,5,0.991572,3.815587,Good,4,4,5,5,4,3,3,4,3,Average,-0.816
957,0.003593,0.222271,0.013684,0,0,0.129031,0.184394,0.543012,0.243278,102.148653,28.437439,543.585746,50.708683,187.401636,0.243,4.991604,3.334312,5,4.982235,1.002456,1.056396,2.780229,4.00713,4.422055,1.522719,4.934349,5,5,1.002476,3.784191,Good,5,4,5,5,2,3,4,3,4,Good,0.216
958,0.010814,0.201457,0,8.566906,0.194153,0.203105,0.401871,0.909516,0.407673,108.165654,32.188554,512.728874,50.427109,194.231416,0.276,5,3.452144,4.35017,3.77858,0.888783,2.153466,5,2.951787,4.220963,2.025234,5,4.960754,5,0.964432,3.6936,Good,5,5,4,4,3,4,4,4,4,Good,0.306
959,3.4e-05,0.322865,0.060785,7.885172,0.174641,0.133895,0.261647,0.81925,0.222745,57.057793,33.055677,573.045954,44.103765,175.765376,0.316,5,2.461488,4.560115,4.128718,2.49784,1.858296,4.368253,4.116784,5,1.998903,5,5,5,0.970257,3.81152,Good,4,4,4,4,3,4,4,3,3,Average,-0.812
960,0,0.05989,0,2.818283,0.08477,0.140992,0.143398,0.595789,0.27923,138.816147,25.119428,609.052974,17.646883,94.977038,0.391,5,4.286519,4.927774,4.997729,0.939248,1.039794,2.72252,3.601313,4.128313,1.419895,5,4.950817,4.971036,1.074834,3.763541,Good,4,4,5,5,3,3,5,4,4,Good,0.236
961,0.006189,0,0.037643,0,0,0.201214,0.189611,0.517624,0.247976,36.048536,26.224291,414.56569,34.621195,148.204008,0.072,4.951081,4.908503,5,5,0.910242,1.052123,2.345608,4.015875,4.995572,1.389663,4.67876,4.991315,5,1.027934,3.818729,Good,5,5,5,5,4,3,5,5,4,Good,0.181
962,0.000755,0.22493,0.063142,3.730459,0.08885,0.066277,0.051725,0.57276,0.110263,73.305013,27.205939,661.413658,20.562417,103.098173,0.411,5,3.277947,4.967475,4.947029,2.876631,0.946652,3.036691,4.654355,5,1.651448,5,4.969546,5,0.958094,3.825545,Good,4,4,5,4,3,3,3,4,4,Good,0.174
963,0.003906,0.498186,0,0.32556,0.033225,0.08372,0.215366,0.824195,0.523513,119.57776,24.305295,431.989359,52.320835,189.539772,0.365,5,1.995701,4.976248,5,2.358886,0.955684,4.281648,2.374126,4.247021,1.376202,4.331055,4.994298,4.898072,0.962208,3.727877,Good,4,3,4,4,4,3,5,5,4,Good,0.272
964,0,0.612725,1.08092,0,0.03132,0.026515,0.11586,0.869237,0.365403,40.015273,15.435612,117.930275,38.047182,131.865543,0.179,5,1.086103,5,5,3.985431,0.887452,4.558959,3.538668,5,1.00033,2.934036,4.971723,3.332069,1.002751,3.651335,Good,5,3,5,4,4,3,4,4,4,Good,0.349
965,0,0,0,2.90105,0.129118,0.174944,0.411413,0.437168,0.277045,184.041737,26.770043,1060.415789,43.289924,175.457241,0.39,5,5,5,4.407907,0.934033,2.183391,1.656134,3.92734,3.860229,1.629749,5,4.960951,5,0.927908,3.629718,Good,4,5,4,4,3,4,3,4,4,Good,0.37
966,0.001957,0,0,0,0.003474,0.008442,0.004514,0.005499,0.000708,1.18139,23.64052,273.109405,66.475605,238.044602,0,5,4.98904,5,5,5,1.056724,0.891882,4.960331,4.972002,1.3749,4.292796,4.958156,4.959824,0.946935,4.336686,Very Good,4,5,5,5,4,4,3,5,5,Very Good,0.663
967,0.006704,0,0.007963,0.925745,0,0.093731,0.02224,0.360944,0.128199,49.199168,24.560236,446.072081,26.37019,125.179146,0.081,5,5,5,5,3.474157,1.039562,2.710735,4.620364,4.651706,1.649639,4.962785,4.895578,4.993169,0.975723,4.564884,Very Good,5,4,5,5,4,4,4,5,5,Very Good,0.435
968,0,0.007573,0,0,0,0,0.006934,0.00358,0.000223,1.430058,26.770515,562.904204,41.356254,157.2174,0.007,5,4.993935,5,5,4.875991,1.014013,0.954587,5,4.999074,1.594814,4.174807,5,4.967246,0.988932,4.311422,Very Good,5,5,5,5,4,4,4,4,5,Very Good,0.689
969,0.00411,0,0,0.01756,0,0,0.006809,0,0,0,30.457758,1136.599514,20.471108,108.664508,0,4.967929,5,5,5,5,0.996231,0.916687,4.966585,5,1.964786,5,5,5,0.990778,4.633494,Very Good,5,4,4,4,4,4,3,4,4,Good,-0.633
970,0,0,0.012228,0.994697,0.000251,0.104455,0.020131,0.373385,0.133803,50.467461,22.518888,577.83597,23.801478,114.265273,0.076,5,5,5,5,3.22894,1.021472,2.755037,4.632067,4.534693,1.007125,4.957414,4.989263,5,1.001577,4.420475,Very Good,5,5,5,5,4,4,3,5,5,Very Good,0.58
971,0.001426,0.003263,0.008446,0,0,0.000461,0.003659,0.001573,0.004653,1.334715,26.376782,520.96247,42.811131,161.25712,0.001,4.93333,5,5,4.976991,5,1.051398,0.898458,5,5,1.595577,4.177924,5,4.959448,1.063876,4.438154,Very Good,5,4,4,5,4,3,4,5,4,Good,-0.438
972,0.004998,0,0,0,0,0.014411,0,0.001149,0.006481,0.059207,22.775555,166.926923,88.877137,291.488613,0.002,5,5,4.96185,4.985411,5,1.035806,1.087267,5,5,0.955328,3.962891,4.992411,5,1.026254,4.481868,Very Good,5,5,5,5,5,3,3,4,4,Good,-0.482
973,0.004044,0,0,1.095239,0.002214,0.105999,0.026627,0.408783,0.146956,58.446907,21.548387,292.923709,47.824933,178.104485,0.084,4.985447,4.991487,4.997061,5,3.193756,1.004554,2.835533,4.472035,4.536902,1.098149,3.88677,4.905775,5,1.023992,4.369248,Very Good,4,4,5,5,5,3,4,5,4,Good,-0.369
974,0,0.005309,0,0,0,0,0,0,0.005743,0,20.94802,459.384472,41.73722,157.18856,0.011,4.925685,4.968291,4.983722,5,4.795198,0.988082,1.162806,5,5,0.933683,4.354396,4.913677,4.954908,0.965647,4.648289,Very Good,5,5,5,4,4,3,3,4,5,Very Good,0.352
975,0.005941,0,0.002255,0,0,0.007258,0,0.011417,0.0089,0.440752,25.68802,732.720861,23.445859,113.700326,0.004,4.987244,4.955333,4.997709,4.932896,5,0.976002,1.037659,4.999296,4.942998,1.446917,4.958262,4.996426,5,1.066436,4.277782,Very Good,5,5,5,5,5,4,4,4,5,Very Good,0.722
976,0,0,0,0,0.001208,0,0.003984,0.006232,0,0.551851,23.465123,299.147483,46.985544,178.492753,0,4.96301,4.940832,5,5,4.935351,0.977109,1.076892,4.91674,5,1.559783,4.216824,5,5,0.972958,4.458094,Very Good,4,4,5,5,5,4,3,4,5,Very Good,0.542
977,0,0.000939,0,1.146481,0,0.117458,0.030293,0.432298,0.149422,58.264843,22.92388,575.900157,24.179038,112.50554,0.092,5,4.948724,5,4.977739,3.189187,0.9669,2.929153,4.512936,4.510607,1.011183,5,5,4.939989,0.98532,4.481758,Very Good,4,5,5,5,4,3,4,4,4,Good,-0.482
978,0,0.000225,0.009669,2.4214,0,0.241237,0.054831,0.883018,0.323138,123.169354,23.7945,500.750209,21.971214,109.2489,0.202,4.920156,5,4.924992,5,0.891109,0.950096,5,3.993847,4.030789,1.059115,5,4.955464,5,1.047158,4.42891,Very Good,4,5,5,5,3,3,4,5,5,Very Good,0.571
979,0.003392,0.000753,0,0.00621,0.006732,0.001197,0.000458,0,0,0,26.819012,923.647674,23.040502,111.499696,0,4.997934,4.935998,4.972959,5,5,0.99073,0.948558,4.968149,4.986224,1.597443,5,5,5,0.98476,4.543134,Very Good,4,5,5,5,5,3,3,4,5,Very Good,0.457
980,0.003748,0,0.019278,0.012074,0,0,0,0,0,0,21.215628,161.801867,83.174986,273.886509,0,4.970118,4.993155,4.924562,5,4.998327,1.06698,1.122064,4.933511,4.999005,0.912864,3.683736,4.986984,5,0.994394,4.443747,Very Good,5,4,5,5,5,3,3,4,5,Very Good,0.556
981,0.001002,0,0,0,0.005461,0,0,0,0,0,21.231798,145.684982,77.936171,257.962656,0.002,4.908969,5,4.993694,4.996208,4.976937,0.988337,0.969886,4.939038,4.998781,0.996825,3.489304,5,4.91259,1.001989,4.401882,Very Good,5,5,5,5,5,4,4,4,5,Very Good,0.598
982,0,0,0.001602,0,0.001756,0.00063,0.004375,0,0,0.530398,23.679951,299.827189,62.575754,226.276892,0.005,5,4.997861,4.963626,4.997639,5,0.99322,1.048563,5,5,1.444411,4.455043,5,4.951012,1.032066,4.533766,Very Good,5,4,5,5,5,3,4,4,4,Good,-0.534
983,0,0.009676,0.005486,0,0,0,0.002393,0.005005,0,0,27.248592,498.084335,56.717877,212.144122,0.003,5,5,4.977837,5,5,0.985813,0.925161,5,4.942651,1.536913,4.538277,4.972793,4.984004,1.018217,4.622758,Very Good,4,5,5,5,5,4,3,5,5,Very Good,0.377
984,0.000603,0,0,0,0.006707,0,0.002718,0.001789,0.013915,0,21.354188,640.944752,26.344926,113.64388,0.004,5,5,4.975,4.907129,4.944573,1.02313,1.039608,4.902594,4.979832,1.070698,5,5,4.935361,1.10159,4.601323,Very Good,5,5,5,5,5,3,4,5,5,Very Good,0.399
985,0.001535,0,0,0.017591,0.009823,0.005466,0.00412,0,0.004067,1.318074,28.335437,677.139666,24.037049,119.123914,0,5,5,4.97419,5,5,1.009215,0.993085,4.983052,5,2.035954,4.969423,4.970589,5,0.919805,4.536377,Very Good,5,5,5,5,5,3,3,5,5,Very Good,0.464
986,0.005381,0.000347,0.006717,0.014128,0.005436,0,0.003899,0,0,0,26.117387,604.27229,56.743647,213.840273,0,5,4.959419,5,4.976901,5,0.998716,0.937641,4.98143,4.988049,1.515406,4.404398,4.970159,4.978901,1.032212,4.672469,Very Good,4,4,5,5,5,3,4,5,5,Very Good,0.328
987,0.00342,0,0.001141,0,0,0,0,0.001847,0.000963,0.039747,20.730151,152.440749,79.630065,273.330987,0.005,5,5,4.981772,5,5,0.918669,1.023676,5,5,0.965167,3.598938,4.981349,5,0.92553,4.441591,Very Good,5,5,5,5,5,3,4,3,5,Very Good,0.558
988,0,0,0.002408,0,0,0,0,0,0.002174,0,31.946102,993.633088,19.75853,107.661426,0,4.986029,4.99324,4.977545,5,5,0.953123,0.816506,4.99604,5,1.979011,5,5,4.952014,1.02076,4.42997,Very Good,5,5,5,4,4,3,4,5,4,Good,-0.43
989,0.003389,0,0.014452,0.022998,0,0.011402,0.001664,0.013234,0,0,27.368825,561.474376,40.891708,160.809642,0.01,5,5,5,4.924144,5,0.97952,1.094903,4.988643,5,1.580206,4.251679,5,4.999247,1.01668,4.49612,Very Good,5,5,5,4,5,4,4,5,5,Very Good,0.504
990,0.003772,0,0.010481,1.179584,0,0.12677,0.027274,0.438556,0.147515,60.320968,22.168467,562.70209,23.643192,110.787027,0.083,5,5,4.991826,5,3.143569,0.992894,2.895731,4.469205,4.452879,1.034624,5,5,4.917321,1.024575,4.481846,Very Good,5,4,5,5,5,3,4,4,5,Very Good,0.518
991,0,0,0.008244,0.005685,0,0,0,0,0,1.017034,23.601407,544.571649,29.244059,119.516846,0,4.986753,5,5,5,4.99052,1.015134,0.987964,4.980193,4.950156,1.413719,5,5,4.99258,1.01959,4.634289,Very Good,5,5,5,5,5,4,4,5,4,Good,-0.634
992,0.000371,0.001661,0,0,0.005683,0.005762,0,0.000477,0,1.05079,23.884566,611.849402,45.512296,172.133281,0.002,4.969055,4.991464,4.97892,5,4.940633,0.969525,0.876394,4.958028,4.930483,1.519814,4.038543,4.982237,4.915815,1.001234,4.521193,Very Good,5,4,4,5,4,4,3,5,4,Good,-0.521
993,0.003679,0,0,0,0,0.004896,0,0.007567,0,0,31.273965,999.808466,20.8912,105.765508,0,4.996173,5,4.976116,5,4.979779,1.014015,0.959026,5,5,1.986522,4.949753,5,4.972958,1.049371,4.397828,Very Good,5,5,5,5,5,4,2,5,5,Very Good,0.602
