theme,type,grammar_focus,text
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී ළමයා චිත්‍රය අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට නිවසේදී ළමයි චිත්‍රය රැකබලා ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයි කතා පොත ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මිතුරෝ පුවත්පත ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරා කතා පොත කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී මිතුරෝ පාසල් පොත උදව් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පන්ති කාමරයේදී අපි ගස අඳිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන නිවසේදී මම කතා පොත රැකබලා ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පාසලේදී මිතුරා මල් පැළය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරා ගස සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන ක්‍රීඩා පිටියේදී මිතුරෝ කවිය ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පන්ති කාමරයේදී අපි පුවත්පත සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරෝ කතා පොත අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරෝ ගස සෙල්ලම් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පුස්තකාලයේදී මිතුරෝ පාසල් පොත ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පාසලේදී අපි කවිය රැකබලා ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පන්ති කාමරයේදී මිතුරෝ කවිය ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් ක්‍රීඩා පිටියේදී මිතුරෝ ගස අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පුස්තකාලයේදී මිතුරා ලිපිය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පාසලේදී මිතුරෝ කවිය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මම චිත්‍රය රැකබලා ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද වත්තේදී ළමයි කවිය කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයි පුවත්පත අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී මිතුරෝ සටහන අඳිති.
විස්තර කිරීම,clean_sentence,නාමපද හා විශේෂණ,ගඟ ඉතා ලස්සනය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මම කවිය ඉගෙන ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී ළමයි මල් පැළය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට ක්‍රීඩා පිටියේදී මිතුරා කතා පොත ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී ළමයි පින්තූරය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පන්ති කාමරයේදී අපි කවිය රැකබලා ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මම ගස රැකබලා ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී ළමයි පුවත්පත ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පාසලේදී ළමයා සටහන අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරෝ මල් පැළය කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී ළමයි චිත්‍රය සෙල්ලම් කරති.
වාක්‍ය සම්බන්ධ කිරීම,clean_sentence,සම්බන්ධක පද,අපි ගසක් සිටුවමු එවිට එයට ජලය දමමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පන්ති කාමරයේදී ළමයා ගස ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී ළමයා ගස අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී ළමයා ගස ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී අපි ගස රැකබලා ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරා කතා පොත සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ නිවසේදී ළමයි ලිපිය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස ක්‍රීඩා පිටියේදී මිතුරා කවිය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මිතුරෝ පාසල් පොත කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී ළමයි ගස ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පුස්තකාලයේදී මිතුරා කතා පොත කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පාසලේදී ළමයා සටහන සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මම මල් පැළය අඳිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පුස්තකාලයේදී ළමයි පාසල් පොත කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පන්ති කාමරයේදී අපි පින්තූරය කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී මම පින්තූරය රැකබලා ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට නිවසේදී ළමයි කතා පොත අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන නිවසේදී මිතුරෝ මල් පැළය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී අපි පින්තූරය ලියමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පුස්තකාලයේදී මිතුරෝ චිත්‍රය ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී ළමයා පින්තූරය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී මිතුරා ගස කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයි චිත්‍රය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ වත්තේදී ළමයි පාසල් පොත ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරා සටහන උදව් කරයි.
විස්තර කිරීම,clean_sentence,නාමපද හා විශේෂණ,ක්‍රීඩා පිටිය කුඩාය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී ළමයි සටහන ඉගෙන ගනිති.
ලිවීම,clean_sentence,ලිඛිත ප්‍රකාශනය,මගේ නිවාඩු දිනය ගැන දිනපොතේ සටහනක් ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මම කතා පොත ඉගෙන ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පාසලේදී ළමයා ගස ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී ළමයි කතා පොත කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පන්ති කාමරයේදී ළමයා පුවත්පත රැකබලා ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පුස්තකාලයේදී අපි කවිය අඳිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයා කවිය කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී ළමයි ලිපිය රැකබලා ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් නිවසේදී මම පුවත්පත සෙල්ලම් කරමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස ක්‍රීඩා පිටියේදී ළමයා සටහන කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද වත්තේදී අපි ගස කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරෝ මල් පැළය කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මිතුරා පුවත්පත සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පන්ති කාමරයේදී මම කතා පොත අඳිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී ළමයා චිත්‍රය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පන්ති කාමරයේදී ළමයි සටහන ලියති.
විස්තර කිරීම,clean_sentence,නාමපද හා විශේෂණ,පාසල විශාලය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද නිවසේදී මිතුරා ගස ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මම කතා පොත ඉගෙන ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී අපි චිත්‍රය සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරා චිත්‍රය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන වත්තේදී ළමයා ගස රැකබලා ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පාසලේදී ළමයා පුවත්පත අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ වත්තේදී මම සටහන අඳිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද ක්‍රීඩා පිටියේදී මිතුරෝ සටහන කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස වත්තේදී අපි ගස සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී අපි පාසල් පොත සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරෝ මල් පැළය සෙල්ලම් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් ක්‍රීඩා පිටියේදී මිතුරා සටහන උදව් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මම ලිපිය කියවමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරෝ සටහන සෙල්ලම් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පුස්තකාලයේදී ළමයි පාසල් පොත ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද වත්තේදී ළමයා කවිය රැකබලා ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී ළමයි පින්තූරය කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද ක්‍රීඩා පිටියේදී අපි පාසල් පොත සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී මිතුරෝ ලිපිය උදව් කරති.
විස්තර කිරීම,clean_sentence,නාමපද හා විශේෂණ,මල් ඉතා ලස්සනය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී අපි කවිය ලියමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී අපි මල් පැළය කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ ක්‍රීඩා පිටියේදී මිතුරෝ කතා පොත ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මම ගස කියවමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරා සටහන ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරෝ මල් පැළය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරා පින්තූරය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද නිවසේදී මම මල් පැළය ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී අපි ලිපිය සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ වත්තේදී ළමයි කවිය රැකබලා ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී ළමයා කතා පොත අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ ක්‍රීඩා පිටියේදී මිතුරා ගස උදව් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන නිවසේදී මිතුරා චිත්‍රය අඳියි.
විස්තර කිරීම,clean_sentence,නාමපද හා විශේෂණ,පන්ති කාමරය කුඩාය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පන්ති කාමරයේදී අපි චිත්‍රය ලියමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරෝ ගස කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී අපි චිත්‍රය රැකබලා ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද නිවසේදී ළමයා සටහන කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී ළමයා කතා පොත සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරෝ පුවත්පත අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයි පුවත්පත ඉගෙන ගනිති.
වාක්‍ය සම්බන්ධ කිරීම,clean_sentence,සම්බන්ධක පද,මම පාඩම් කරමි සහ පසුව සෙල්ලම් කරමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී ළමයි සටහන කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයා පින්තූරය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරෝ චිත්‍රය ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරා චිත්‍රය ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පුස්තකාලයේදී අපි චිත්‍රය කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පන්ති කාමරයේදී මිතුරෝ කතා පොත සෙල්ලම් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පුස්තකාලයේදී අපි චිත්‍රය අඳිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරා පින්තූරය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ නිවසේදී අපි කතා පොත රැකබලා ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ නිවසේදී ළමයා සටහන ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පුස්තකාලයේදී ළමයි සටහන කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී ළමයා ලිපිය අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී මිතුරෝ මල් පැළය උදව් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී ළමයා චිත්‍රය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පුස්තකාලයේදී මම පාසල් පොත ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී මිතුරෝ චිත්‍රය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස නිවසේදී අපි පුවත්පත කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට වත්තේදී ළමයා ලිපිය රැකබලා ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරා චිත්‍රය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පුස්තකාලයේදී අපි ගස ඉගෙන ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද ක්‍රීඩා පිටියේදී මිතුරා පින්තූරය කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී අපි චිත්‍රය සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී ළමයා ලිපිය රැකබලා ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පුස්තකාලයේදී මම පුවත්පත සෙල්ලම් කරමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී මිතුරා කවිය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් ක්‍රීඩා පිටියේදී මම ලිපිය ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පන්ති කාමරයේදී අපි සටහන රැකබලා ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පුස්තකාලයේදී ළමයා සටහන ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස ක්‍රීඩා පිටියේදී ළමයි පින්තූරය අඳිති.
වාක්‍ය සම්බන්ධ කිරීම,clean_sentence,සම්බන්ධක පද,අපි පුස්තකාලයට ගියෙමු නමුත් පොත් කිහිපයක් කියවූවෙමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයි කතා පොත ඉගෙන ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද ක්‍රීඩා පිටියේදී ළමයි පුවත්පත ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරා ලිපිය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන ක්‍රීඩා පිටියේදී අපි සටහන අඳිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරා කතා පොත ලියයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට නිවසේදී ළමයි ලිපිය රැකබලා ගනිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ක්‍රීඩා පිටියේදී මිතුරා ලිපිය අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී අපි මල් පැළය ලියමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරා ගස ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී මිතුරෝ සටහන කියවති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී අපි මල් පැළය සෙල්ලම් කරමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,නිවසේදී මිතුරා චිත්‍රය උදව් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පාසලේදී මිතුරා ගස උදව් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස වත්තේදී මම ලිපිය ලියමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස පන්ති කාමරයේදී මිතුරෝ සටහන උදව් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් පාසලේදී මම පාසල් පොත ඉගෙන ගනිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පාසලේදී අපි පාසල් පොත රැකබලා ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන වත්තේදී අපි සටහන කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් නිවසේදී අපි චිත්‍රය ඉගෙන ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී අපි පුවත්පත ඉගෙන ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද වත්තේදී මිතුරෝ ලිපිය අඳිති.
විස්තර කිරීම,clean_sentence,නාමපද හා විශේෂණ,පන්ති කාමරය ඉතා ලස්සනය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ ක්‍රීඩා පිටියේදී ළමයා සටහන අඳියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පන්ති කාමරයේදී අපි පින්තූරය ඉගෙන ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,සවස ක්‍රීඩා පිටියේදී ළමයි චිත්‍රය අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයා චිත්‍රය සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී මිතුරා පින්තූරය කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පාසලේදී ළමයා කතා පොත කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පුස්තකාලයේදී අපි කවිය කියවමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,පන්ති කාමරයේදී ළමයි කවිය ලියති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,උදෑසන පන්ති කාමරයේදී ළමයා කවිය කියවයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,දහවල් වත්තේදී මිතුරෝ ගස අඳිති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,වත්තේදී මිතුරෝ ගස උදව් කරති.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පුස්තකාලයේදී ළමයා සටහන සෙල්ලම් කරයි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,අද පන්ති කාමරයේදී අපි චිත්‍රය ඉගෙන ගනිමු.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ වත්තේදී මම ගස අඳිමි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පාසලේදී ළමයි සටහන රැකබලා ගනිති.
විස්තර කිරීම,clean_sentence,නාමපද හා විශේෂණ,ගඟ සිත්ගන්නාසුලුය.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,හෙට පුස්තකාලයේදී ළමයා කවිය ඉගෙන ගනියි.
දෛනික ජීවිතය,clean_sentence,ක්‍රියාපද හා කර්තෘ,ඊයේ පුස්තකාලයේදී ළමයි කවිය අඳිති.
